Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,2636138120,MakingMemories (2/6),0,146.15,P Taijuan Walker P Zac Gallen OF J.D. Martinez 3B Rafael Devers SS Xander Bogaerts OF Dominic Smith C Carson Kelly 2B Jed Lowrie 1B Bobby Dalbec OF Seth Brown,,Jesús Luzardo,P,55.05%,-6.8
2,2636147187,MakingMemories (3/6),0,139.15,P Taijuan Walker P Zac Gallen OF J.D. Martinez 3B Rafael Devers OF Byron Buxton SS Didi Gregorius C Carson Kelly 2B Christian Arroyo 1B Bobby Dalbec OF Seth Brown,,Byron Buxton,OF,51.13%,10
3,2636099170,fantasyguru73 (8/12),0,137.15,P Taijuan Walker P Zac Gallen 1B Rhys Hoskins OF Byron Buxton SS Didi Gregorius C Carson Kelly OF Mark Canha 3B Eduardo Escobar OF Ramón Laureano 2B Jed Lowrie,,J.D. Martinez,OF,45.62%,0
4,2636065415,ssliva21 (2/2),0,133.15,P Taijuan Walker P Zac Gallen OF Byron Buxton OF Dominic Smith 3B Asdrúbal Cabrera SS Andrelton Simmons C Carson Kelly 2B Jed Lowrie OF Brandon Nimmo 1B Willians Astudillo,,Mitch Garver,C,41.58%,2
5,2635550140,rhinoden (1/5),0,132.15,P Taijuan Walker P Zac Gallen OF Byron Buxton SS Didi Gregorius OF Dominic Smith 3B Asdrúbal Cabrera C Carson Kelly 2B Eduardo Escobar OF Ramón Laureano 1B Willians Astudillo,,Taijuan Walker,P,39.23%,20.15
6,2636049064,nerdytenor (3/150),0,126.55,P Taijuan Walker 3B Asdrúbal Cabrera C Carson Kelly 1B Miguel Sanó OF Mark Canha 2B Jed Lowrie SS Nick Ahmed OF Stephen Piscotty OF Seth Brown P Chase Anderson,,Zac Gallen,P,39.03%,20
7,2636133102,willdownns,0,126.15,P Taijuan Walker P Zac Gallen OF Byron Buxton SS Didi Gregorius 3B Asdrúbal Cabrera C Carson Kelly 1B Miguel Sanó OF Mark Canha 2B Eduardo Escobar OF Ramón Laureano,,Xander Bogaerts,SS,38.36%,3
8,2636113759,dirtyAces78 (2/3),0,123.15,P Taijuan Walker P Zac Gallen 1B Pete Alonso SS Didi Gregorius 2B Asdrúbal Cabrera C Carson Kelly 3B Eduardo Escobar OF Ramón Laureano OF Kole Calhoun OF Tim Locastro,,Miguel Sanó,1B,35.22%,4
9,2636049167,nerdytenor (106/150),0,122.65,P Taijuan Walker P J.A. Happ 1B Pete Alonso OF Dominic Smith 3B Matt Chapman C Carson Kelly OF Mark Canha OF Ramón Laureano 2B Jed Lowrie SS Nick Ahmed,,Kiké Hernández,2B,32.02%,0
10,2635839225,theWhistlesGoWooo (3/150),0,120.15,P Taijuan Walker P Zac Gallen 1B Pete Alonso SS Francisco Lindor OF Dominic Smith 2B Asdrúbal Cabrera C Carson Kelly 3B Eduardo Escobar OF Kole Calhoun OF Tim Locastro,,Christian Vázquez,C,28.47%,0
