Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
35,2626316589,aanderson13 (5/75),0,168.15,OF Andrew McCutchen OF Wil Myers OF Mitch Haniger SS Jonathan Villar C J.T. Realmuto P Blake Snell 1B Rhys Hoskins P Jack Flaherty 2B Jake Cronenworth 3B Alec Bohm,,Pete Alonso,1B,11.05%,5
35,2626316625,aanderson13 (41/75),0,168.15,OF Andrew McCutchen OF Mitch Haniger C J.T. Realmuto OF Adam Eaton P Blake Snell 1B Rhys Hoskins P Jack Flaherty 2B Tommy Edman SS Danny Mendick 3B Alec Bohm,,Garrett Cooper,1B,9.99%,0
35,2626623675,iplace34 (74/150),0,168.15,OF Andrew McCutchen C J.T. Realmuto OF Adam Eaton SS Francisco Lindor P Blake Snell 1B Rhys Hoskins P Jack Flaherty 2B Jake Cronenworth OF Dylan Carlson 3B Alec Bohm,,Donovan Solano,2B,9.97%,2
35,2626684109,royalpj,0,168.15,OF Andrew McCutchen OF Bryce Harper C J.T. Realmuto P Blake Snell 1B Rhys Hoskins P Jack Flaherty SS Paul DeJong 2B Nick Madrigal OF Taylor Trammell 3B Alec Bohm,,Corey Dickerson,OF,9.49%,10
39,2626653763,kipperk25 (49/150),0,167.65,SS Jonathan Villar OF Bryce Harper C J.T. Realmuto P Blake Snell OF Austin Slater OF Michael Conforto P Pablo López 1B Rhys Hoskins 2B Tommy Edman 3B Alec Bohm,,Tom Murphy,C,9.25%,5
40,2626339239,Riccajb9 (2/18),0,167.25,OF Andrew McCutchen 3B Kyle Seager OF Bryce Harper C J.T. Realmuto P Kevin Gausman OF Austin Slater 1B Rhys Hoskins P Jack Flaherty SS Paul DeJong 2B Ty France,,Tommy Edman,2B,8.63%,16
40,2626356732,Riccajb9 (7/18),0,167.25,OF Andrew McCutchen 3B Kyle Seager OF Bryce Harper C J.T. Realmuto P Kevin Gausman OF Austin Slater 1B Rhys Hoskins P Jack Flaherty SS Paul DeJong 2B Ty France,,Jean Segura,2B,8.12%,2
42,2626078409,whelanjm11 (91/150),0,167.15,OF Andrew McCutchen C J.T. Realmuto OF Adam Eaton SS Francisco Lindor OF Brandon Nimmo P Blake Snell 1B Rhys Hoskins P Jack Flaherty 2B Nick Madrigal 3B Alec Bohm,,Jonathan Villar,3B,7.82%,18
42,2626456299,Goatradamus (1/2),0,167.15,OF Andrew McCutchen 2B Matt Carpenter C J.T. Realmuto P Blake Snell OF Dominic Smith 1B Rhys Hoskins P Jack Flaherty SS Paul DeJong OF Dylan Carlson 3B Alec Bohm,,Danny Mendick,SS,7.59%,7
42,2626693814,jchandler311 (17/20),0,167.15,OF Andrew McCutchen C J.T. Realmuto OF Adam Eaton SS Francisco Lindor OF Brandon Nimmo P Blake Snell 1B Rhys Hoskins P Jack Flaherty 2B Nick Madrigal 3B Alec Bohm,,Dylan Moore,2B,7.43%,7
45,2626609997,chasem007 (58/150),0,166.65,OF Andrew McCutchen SS Jonathan Villar C J.T. Realmuto OF Adam Eaton P Blake Snell P Pablo López 1B Rhys Hoskins 2B Nick Madrigal OF Luis Robert 3B Alec Bohm,,Yadier Molina,C,6.68%,20
46,2626564253,Cmp1005 (2/3),0,166.55,OF Andrew McCutchen P Dallas Keuchel OF Bryce Harper C J.T. Realmuto SS Francisco Lindor OF Brandon Nimmo 1B Rhys Hoskins P Jack Flaherty 2B Tommy Edman 3B Alec Bohm,,Mike Yastrzemski,OF,6.34%,3
47,2625961295,bubblesbx (2/2),0,166.25,OF Andrew McCutchen OF Darin Ruf OF Bryce Harper C J.T. Realmuto P Blake Snell P Aaron Nola 1B Rhys Hoskins 2B Ty France SS Jazz Chisholm Jr. 3B Alec Bohm,,Austin Slater,OF,6.22%,9
48,2625871150,bgeistusn (41/150),0,166.1,OF Andrew McCutchen OF Corey Dickerson C J.T. Realmuto OF Adam Eaton SS Francisco Lindor P Aaron Nola 1B Rhys Hoskins P Jack Flaherty 2B Tommy Edman 3B Alec Bohm,,Eric Hosmer,1B,6.22%,3
49,2626596640,mattnewnan,0,165.65,OF Andrew McCutchen OF Corey Dickerson OF Bryce Harper C J.T. Realmuto SS Francisco Lindor P Blake Snell P Pablo López 1B Rhys Hoskins 2B Ty France 3B Alec Bohm,,Jurickson Profar,OF,5.90%,7
50,2626231272,Hinobrown (1/10),0,165.5,OF Andrew McCutchen OF Bryce Harper C J.T. Realmuto SS Francisco Lindor P Pablo López OF Dominic Smith 1B Rhys Hoskins P Jack Flaherty 2B Dylan Moore 3B Alec Bohm,,Paul Goldschmidt,1B,5.80%,5
51,2626317009,DATYSCH (28/140),0,165.4,OF Andrew McCutchen OF Bryce Harper C J.T. Realmuto P Kevin Gausman OF Adam Eaton P Blake Snell 1B Rhys Hoskins SS Danny Mendick 2B Nick Madrigal 3B Alec Bohm,,Dylan Carlson,OF,5.69%,20
52,2626670956,ebr0508 (1/10),0,165.25,OF Andrew McCutchen OF Mitch Haniger OF Bryce Harper C J.T. Realmuto P Kevin Gausman SS Francisco Lindor 1B Rhys Hoskins P Jack Flaherty 2B Dylan Moore 3B Alec Bohm,,Kyle Seager,3B,5.28%,19
52,2626682088,Lamartine (2/20),0,165.25,OF Andrew McCutchen OF Mitch Haniger OF Bryce Harper C J.T. Realmuto P Kevin Gausman SS Francisco Lindor 1B Rhys Hoskins P Jack Flaherty 2B Dylan Moore 3B Alec Bohm,,Chad Wallach,C,4.86%,0
54,2625871133,bgeistusn (24/150),0,165.15,OF Andrew McCutchen OF Corey Dickerson C J.T. Realmuto SS Francisco Lindor P Blake Snell OF Michael Conforto 1B Rhys Hoskins P Jack Flaherty 2B Tommy Edman 3B Alec Bohm,,James McCann,C,4.84%,3
54,2626078350,whelanjm11 (32/150),0,165.15,OF Andrew McCutchen OF Corey Dickerson C J.T. Realmuto SS Francisco Lindor P Blake Snell OF Michael Conforto 1B Rhys Hoskins P Jack Flaherty 2B Tommy Edman 3B Alec Bohm,,Wilmer Flores,3B,4.69%,0
54,2626642560,sappdaddy23 (2/5),0,165.15,C Yadier Molina OF Darin Ruf OF Corey Dickerson 3B Jonathan Villar SS Francisco Lindor P Blake Snell 1B Rhys Hoskins P Jack Flaherty 2B Ty France OF Luis Robert,,Luis Campusano,C,4.63%,0
54,2626666654,rebel1971 (4/6),0,165.15,OF Andrew McCutchen OF Corey Dickerson C J.T. Realmuto SS Francisco Lindor P Blake Snell OF Michael Conforto 1B Rhys Hoskins P Jack Flaherty 2B Tommy Edman 3B Alec Bohm,,Tyler O'Neill,OF,4.42%,0
54,2626683158,barnes107 (4/5),0,165.15,OF Andrew McCutchen OF Corey Dickerson C J.T. Realmuto SS Francisco Lindor P Blake Snell OF Michael Conforto 1B Rhys Hoskins P Jack Flaherty 2B Tommy Edman 3B Alec Bohm,,Adam Haseley,OF,4.41%,0
54,2626728913,Budzapper253 (11/147),0,165.15,OF Andrew McCutchen OF Corey Dickerson OF Bryce Harper C J.T. Realmuto SS Francisco Lindor P Blake Snell 1B Rhys Hoskins P Jack Flaherty 2B Jazz Chisholm Jr. 3B Alec Bohm,,Billy Hamilton,OF,4.15%,9
60,2626367150,Riccajb9 (16/18),0,165.1,OF Andrew McCutchen 3B Kyle Seager OF Bryce Harper C J.T. Realmuto P Aaron Nola SS Mauricio Dubón 1B Rhys Hoskins P Jack Flaherty 2B Ty France OF Dylan Carlson,,David Peterson,P,4.10%,1
60,2626367571,Riccajb9 (18/18),0,165.1,OF Andrew McCutchen 3B Kyle Seager OF Bryce Harper C J.T. Realmuto P Aaron Nola SS Mauricio Dubón 1B Rhys Hoskins P Jack Flaherty 2B Ty France OF Dylan Carlson,,Matt Carpenter,2B,3.87%,4
60,2626609948,chasem007 (9/150),0,165.1,OF Andrew McCutchen SS Jonathan Villar C J.T. Realmuto OF Adam Eaton P Aaron Nola 1B Rhys Hoskins P Jack Flaherty 2B Nick Madrigal OF Luis Robert 3B Alec Bohm,,Darin Ruf,OF,3.63%,24
60,2626610088,chasem007 (149/150),0,165.1,OF Andrew McCutchen SS Jonathan Villar C J.T. Realmuto OF Adam Eaton P Aaron Nola 1B Rhys Hoskins P Jack Flaherty 2B Nick Madrigal OF Luis Robert 3B Alec Bohm,,Jesús Aguilar,1B,3.48%,5
60,2626623663,iplace34 (62/150),0,165.1,OF Andrew McCutchen OF Wil Myers OF Mitch Haniger C J.T. Realmuto P Aaron Nola 1B Rhys Hoskins P Jack Flaherty 2B Tommy Edman SS Danny Mendick 3B Alec Bohm,,Brian Anderson,3B,3.45%,2
60,2626623697,iplace34 (96/150),0,165.1,OF Andrew McCutchen OF Bryce Harper C J.T. Realmuto P Aaron Nola 1B Rhys Hoskins P Jack Flaherty 2B Jake Cronenworth SS Danny Mendick OF Dylan Carlson 3B Alec Bohm,,Sam Haggerty,OF,3.10%,0
66,2626343423,bigephatrides (6/10),0,164.65,OF Andrew McCutchen SS Jonathan Villar OF Bryce Harper C J.T. Realmuto P Blake Snell OF Michael Conforto P Pablo López 1B Rhys Hoskins 2B Dylan Moore 3B Alec Bohm,,Justin Dunn,P,2.56%,5.1
67,2626078392,whelanjm11 (74/150),0,164.15,OF Andrew McCutchen C J.T. Realmuto OF Brandon Nimmo P Blake Snell OF Michael Conforto 1B Rhys Hoskins P Jack Flaherty SS Paul DeJong 2B Tommy Edman 3B Alec Bohm,,Jon Berti,2B,2.49%,0
67,2626316630,aanderson13 (46/75),0,164.15,OF Andrew McCutchen SS Jonathan Villar C J.T. Realmuto OF Adam Eaton P Blake Snell 1B Rhys Hoskins P Jack Flaherty 2B Ha-Seong Kim OF Luis Robert 3B Alec Bohm,,Mauricio Dubón,SS,2.29%,2
67,2626680269,Auschwitz (1/2),0,164.15,OF Andrew McCutchen OF Mitch Haniger OF Bryce Harper C J.T. Realmuto P Blake Snell SS J.P. Crawford 1B Rhys Hoskins P Jack Flaherty 2B Danny Mendick 3B Alec Bohm,,Evan White,1B,2.14%,2
67,2626680391,Auschwitz (2/2),0,164.15,OF Andrew McCutchen OF Mitch Haniger OF Bryce Harper C J.T. Realmuto P Blake Snell SS J.P. Crawford 1B Rhys Hoskins P Jack Flaherty 2B Danny Mendick 3B Alec Bohm,,J.P. Crawford,SS,2.09%,7
67,2626692282,matter31,0,164.15,C Yadier Molina OF Andrew McCutchen 3B Jonathan Villar OF Bryce Harper OF Adam Eaton P Blake Snell 1B Rhys Hoskins P Jack Flaherty SS Danny Mendick 2B Nick Madrigal,,Jorge Mateo,OF,2.07%,5
72,2626350620,gmathews57,0,163.6,OF Andrew McCutchen SS Didi Gregorius 3B Kyle Seager OF Darin Ruf OF Bryce Harper C J.T. Realmuto P Aaron Nola P Pablo López 1B Rhys Hoskins 2B Ty France,,Luis Guillorme,2B,1.85%,8
73,2626665794,isu7 (18/30),0,163.25,OF Andrew McCutchen OF Bryce Harper C J.T. Realmuto P Kevin Gausman OF Adam Eaton SS Francisco Lindor 1B Rhys Hoskins P Jack Flaherty 2B Jake Cronenworth 3B Alec Bohm,,Yermín Mercedes,C,1.83%,0
74,2626078357,whelanjm11 (39/150),0,163.15,OF Andrew McCutchen OF Corey Dickerson OF Bryce Harper C J.T. Realmuto SS Francisco Lindor P Blake Snell 1B Rhys Hoskins P Jack Flaherty 2B Ha-Seong Kim 3B Alec Bohm,,Curt Casali,C,1.82%,2
74,2626078424,whelanjm11 (106/150),0,163.15,OF Andrew McCutchen 2B Matt Carpenter SS Jonathan Villar C J.T. Realmuto OF Adam Eaton P Blake Snell OF Michael Conforto 1B Rhys Hoskins P Jack Flaherty 3B Alec Bohm,,Taylor Trammell,OF,1.26%,7
74,2626610028,chasem007 (89/150),0,163.15,C Yadier Molina 3B Jonathan Villar SS Francisco Lindor OF Brandon Nimmo P Blake Snell OF Michael Conforto 1B Rhys Hoskins P Jack Flaherty 2B Tommy Edman OF Dylan Carlson,,Tommy Pham,OF,1.14%,0
77,2625930052,mjrlaw23 (9/150),0,163.1,OF Andrew McCutchen OF Bryce Harper C J.T. Realmuto OF Adam Eaton P Aaron Nola 1B Rhys Hoskins P Jack Flaherty SS Danny Mendick 2B Nick Madrigal 3B Alec Bohm,,Jeff McNeil,2B,0.98%,0
77,2626623693,iplace34 (92/150),0,163.1,OF Andrew McCutchen OF Bryce Harper C J.T. Realmuto OF Jurickson Profar P Aaron Nola SS Mauricio Dubón 1B Rhys Hoskins P Jack Flaherty 2B Tommy Edman 3B Alec Bohm,,Yoán Moncada,3B,0.61%,0
77,2626682098,Lamartine (12/20),0,163.1,OF Andrew McCutchen OF Bryce Harper C J.T. Realmuto OF Adam Eaton P Aaron Nola 1B Rhys Hoskins P Jack Flaherty SS Danny Mendick 2B Nick Madrigal 3B Alec Bohm,,Leury García,SS,0.59%,0
80,2625871128,bgeistusn (19/150),0,162.15,OF Andrew McCutchen 2B Matt Carpenter OF Corey Dickerson C J.T. Realmuto OF Adam Eaton SS Francisco Lindor P Blake Snell 1B Rhys Hoskins P Jack Flaherty 3B Alec Bohm,,Miguel Rojas,SS,0.54%,0
80,2626078343,whelanjm11 (25/150),0,162.15,OF Andrew McCutchen 2B Matt Carpenter OF Corey Dickerson C J.T. Realmuto OF Adam Eaton SS Francisco Lindor P Blake Snell 1B Rhys Hoskins P Jack Flaherty 3B Alec Bohm,,Buster Posey,C,0.54%,0
80,2626666775,Hinobrown (2/10),0,162.15,OF Andrew McCutchen OF Billy Hamilton OF Bryce Harper C J.T. Realmuto P Blake Snell 1B Rhys Hoskins P Jack Flaherty 2B Jake Cronenworth SS Danny Mendick 3B Alec Bohm,,Andrew Knapp,C,0.27%,0
80,2626686140,MadHungarian37 (131/150),0,162.15,OF Andrew McCutchen SS Didi Gregorius OF Billy Hamilton C J.T. Realmuto OF Adam Eaton P Blake Snell 1B Rhys Hoskins P Jack Flaherty 2B Nick Madrigal 3B Alec Bohm,,Andrew Vaughn,OF,0.25%,3
84,2626623654,iplace34 (53/150),0,162.1,OF Andrew McCutchen OF Wil Myers C J.T. Realmuto P Aaron Nola OF Austin Slater 1B Rhys Hoskins P Jack Flaherty SS Paul DeJong 2B Nick Madrigal 3B Alec Bohm,,Victor Caratini,C,0.24%,0
84,2626647382,dogg47,0,162.1,OF Andrew McCutchen OF Wil Myers C J.T. Realmuto P Aaron Nola OF Austin Slater 1B Rhys Hoskins P Jack Flaherty SS Paul DeJong 2B Ty France 3B Alec Bohm,,Brandon Crawford,SS,0.24%,0
86,2626078367,whelanjm11 (49/150),0,161.15,OF Andrew McCutchen 2B Matt Carpenter C J.T. Realmuto OF Adam Eaton OF Brandon Nimmo P Blake Snell 1B Rhys Hoskins P Jack Flaherty SS Paul DeJong 3B Alec Bohm,,Kevin Pillar,OF,0.20%,0
86,2626078403,whelanjm11 (85/150),0,161.15,OF Andrew McCutchen OF Billy Hamilton 2B Matt Carpenter C J.T. Realmuto OF Adam Eaton SS Francisco Lindor P Blake Snell 1B Rhys Hoskins P Jack Flaherty 3B Alec Bohm,,Adam Duvall,OF,0.13%,0
86,2626078416,whelanjm11 (98/150),0,161.15,OF Andrew McCutchen 2B Jean Segura SS Jonathan Villar C J.T. Realmuto OF Adam Eaton P Blake Snell OF Michael Conforto 1B Rhys Hoskins P Jack Flaherty 3B Alec Bohm,,John Nogowski,1B,0.07%,4
86,2626078422,whelanjm11 (104/150),0,161.15,OF Andrew McCutchen 2B Matt Carpenter C J.T. Realmuto OF Adam Eaton SS Francisco Lindor P Blake Snell OF Austin Slater 1B Rhys Hoskins P Jack Flaherty 3B Alec Bohm,,Brandon Belt,1B,0.05%,0
86,2626182002,Brody2001 (2/2),0,161.15,OF Andrew McCutchen OF Mitch Haniger C J.T. Realmuto OF Adam Eaton SS Francisco Lindor P Blake Snell 1B Rhys Hoskins P Jack Flaherty 2B Nick Madrigal 3B Alec Bohm,,Alex Dickerson,OF,0.05%,2
86,2626343424,bigephatrides (7/10),0,161.15,OF Bryce Harper C J.T. Realmuto OF Brandon Nimmo P Blake Snell OF Dominic Smith 2B Luis Guillorme 1B Rhys Hoskins P Jack Flaherty SS Danny Mendick 3B Alec Bohm,,Albert Almora Jr.,OF,0.05%,0
86,2626667159,aanderson13 (55/75),0,161.15,OF Andrew McCutchen OF Mitch Haniger C J.T. Realmuto OF Adam Eaton SS Francisco Lindor P Blake Snell 1B Rhys Hoskins P Jack Flaherty 2B Ty France 3B Alec Bohm,,Brad Miller,1B,0.03%,0
86,2626693817,jchandler311 (20/20),0,161.15,OF Andrew McCutchen OF Mitch Haniger C J.T. Realmuto OF Adam Eaton SS Francisco Lindor P Blake Snell 1B Rhys Hoskins P Jack Flaherty 2B Nick Madrigal 3B Alec Bohm,,Ryan Weathers,P,0.03%,3.65
86,2626719216,wayne361 (15/150),0,161.15,OF Andrew McCutchen OF Mitch Haniger C J.T. Realmuto OF Adam Eaton SS Francisco Lindor P Blake Snell 1B Rhys Hoskins P Jack Flaherty 2B Nick Madrigal 3B Alec Bohm,,Scott Kingery,OF,0.03%,0
86,2626719308,wayne361 (107/150),0,161.15,OF Andrew McCutchen OF Mitch Haniger C J.T. Realmuto OF Adam Eaton SS Francisco Lindor P Blake Snell 1B Rhys Hoskins P Jack Flaherty 2B Nick Madrigal 3B Alec Bohm,,Jake Fraley,OF,0.02%,0
86,2626719309,wayne361 (108/150),0,161.15,OF Andrew McCutchen OF Mitch Haniger C J.T. Realmuto OF Adam Eaton SS Francisco Lindor P Blake Snell 1B Rhys Hoskins P Jack Flaherty 2B Ty France 3B Alec Bohm,,Mallex Smith,OF,0.02%,0
86,2626729006,Budzapper253 (104/147),0,161.15,OF Andrew McCutchen OF Mitch Haniger C J.T. Realmuto OF Adam Eaton SS Francisco Lindor P Blake Snell 1B Rhys Hoskins P Jack Flaherty 2B Nick Madrigal 3B Alec Bohm,,Fernando Tatis Jr.,SS,0.02%,0
98,2625663058,Dubbzz (6/20),0,160.5,OF Andrew McCutchen OF Wil Myers OF Bryce Harper C J.T. Realmuto P Pablo López 1B Rhys Hoskins P Jack Flaherty 2B Jake Cronenworth SS Ha-Seong Kim 3B Alec Bohm,,Trent Grisham,OF,0.02%,0
