Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
15,2624943668,Bradsh86 (18/20),0,163.1,2B Jed Lowrie P Yu Darvish SS Brandon Crawford 1B José Abreu OF Adam Eaton C Yermín Mercedes P Lucas Giolito 3B Edwin Ríos OF Luis Robert OF Andrew Vaughn,,Adam Eaton,OF,20.33%,11
15,2625374402,Chadg20 (53/150),0,163.1,P Yu Darvish 1B José Abreu P Lucas Giolito C Zack Collins 3B Matt Chapman OF Ramón Laureano 2B Nick Madrigal SS Ha-Seong Kim OF Luis Robert OF Andrew Vaughn,,Manny Machado,3B,19.93%,5
15,2625389810,Primetime_live (11/20),0,163.1,P Yu Darvish OF Adam Eaton C Yermín Mercedes OF Mookie Betts P Lucas Giolito 3B Edwin Ríos 2B Nick Madrigal SS Ha-Seong Kim OF Luis Robert 1B Andrew Vaughn,,AJ Pollock,OF,19.05%,5
18,2625338791,Br0wbeater (148/150),0,162.1,P Yu Darvish 1B José Abreu OF Mookie Betts P Lucas Giolito OF Tony Kemp C Victor Caratini OF Ramón Laureano 3B Yoán Moncada 2B Nick Madrigal SS Ha-Seong Kim,,Mark Canha,OF,18.24%,0
18,2625389800,Primetime_live (1/20),0,162.1,P Yu Darvish 1B José Abreu OF Adam Eaton C Yermín Mercedes OF Mookie Betts P Lucas Giolito 3B Edwin Ríos 2B Nick Madrigal SS Ha-Seong Kim OF Andrew Vaughn,,José Abreu,1B,17.35%,22
20,2624302992,Mdumblewski (100/150),0,161,P Clayton Kershaw OF Mitch Haniger 1B Max Muncy P Aaron Sanchez OF Mookie Betts OF Austin Slater SS J.P. Crawford C Zack Collins 3B Edwin Ríos 2B Nick Madrigal,,Wil Myers,OF,16.74%,8
21,2624062787,MICKLES (123/150),0,160.1,SS Elvis Andrus P Yu Darvish 1B José Abreu OF Adam Eaton P Lucas Giolito C Zack Collins 3B Edwin Ríos 2B Nick Madrigal OF Zach McKinstry OF Luis Robert,,Edwin Ríos,3B,16.71%,19
21,2625338657,Br0wbeater (14/150),0,160.1,P Yu Darvish 1B José Abreu OF Stephen Piscotty OF Adam Eaton P Lucas Giolito C Victor Caratini 3B Edwin Ríos 2B Jake Cronenworth SS Ha-Seong Kim OF Luis Robert,,Alex Dickerson,OF,16.37%,0
23,2624238225,vinnysmith13 (10/10),0,159.45,SS Elvis Andrus 2B Jed Lowrie P Clayton Kershaw P Yu Darvish 1B José Abreu OF Mitch Haniger OF Mookie Betts OF José Marmolejos C Victor Caratini 3B Edwin Ríos,,Yoán Moncada,3B,15.84%,6
24,2625060003,MitchNYM (2/2),0,159.35,P Clayton Kershaw 3B Manny Machado OF Mookie Betts P Lucas Giolito 2B Tony Kemp C Victor Caratini 1B Jake Cronenworth SS Ha-Seong Kim OF Luis Robert OF Andrew Vaughn,,Sean Murphy,C,15.83%,0
25,2625373878,nfl2016gmen,0,159.1,SS Elvis Andrus P Yu Darvish 1B José Abreu OF Mookie Betts P Lucas Giolito C Victor Caratini 3B Edwin Ríos 2B Nick Madrigal OF Taylor Trammell OF Andrew Vaughn,,Victor Caratini,C,15.81%,16
25,2625389806,Primetime_live (7/20),0,159.1,P Yu Darvish 1B José Abreu OF Adam Eaton C Yermín Mercedes P Lucas Giolito 3B Edwin Ríos 2B Ty France SS Ha-Seong Kim OF Luis Robert OF Andrew Vaughn,,Mitch Haniger,OF,15.78%,9
27,2625305489,dxb13 (5/30),0,159,3B Evan Longoria P Clayton Kershaw SS Brandon Crawford 2B Leury García OF Wil Myers P Aaron Sanchez OF Mookie Betts C Zack Collins 1B Edwin Ríos OF Luis Robert,,Luis Robert,OF,15.19%,23
28,2625197324,BayouCityBadGuy (1/3),0,158.35,3B Evan Longoria P Clayton Kershaw SS Brandon Crawford 1B Max Muncy C Yermín Mercedes OF Mookie Betts P Lucas Giolito OF Ramón Laureano 2B Nick Madrigal OF Andrew Vaughn,,Eric Hosmer,1B,15.11%,5
28,2625379103,szimmer (40/65),0,158.35,P Clayton Kershaw SS Brandon Crawford 2B Leury García 1B José Abreu OF Mike Yastrzemski 3B Tommy La Stella P Lucas Giolito C Zack Collins OF Luis Robert OF Andrew Vaughn,,Justin Turner,3B,14.68%,10
30,2625338709,Br0wbeater (66/150),0,158.1,P Yu Darvish OF Wil Myers OF Mookie Betts P Lucas Giolito C Victor Caratini 3B Edwin Ríos OF Ramón Laureano 2B Jake Cronenworth SS Ha-Seong Kim 1B Andrew Vaughn,,Evan Longoria,3B,14.21%,0
31,2625374428,Chadg20 (79/150),0,157.35,P Clayton Kershaw OF AJ Pollock OF Mookie Betts P Lucas Giolito C Victor Caratini 3B Edwin Ríos OF Ramón Laureano 1B Jake Cronenworth SS Ha-Seong Kim 2B Gavin Lux,,Aaron Sanchez,P,12.66%,13.65
32,2625361249,Elwaysarmy (121/150),0,157.1,P Yu Darvish OF Mookie Betts P Lucas Giolito C Victor Caratini 1B Jake Cronenworth 3B Yoán Moncada 2B Nick Madrigal SS Ha-Seong Kim OF Luis Robert OF Andrew Vaughn,,Gavin Lux,2B,12.36%,5
33,2625336472,curreri,0,156.35,P Clayton Kershaw SS Brandon Crawford OF AJ Pollock OF Mike Yastrzemski OF Mookie Betts P Lucas Giolito C Victor Caratini 3B Yoán Moncada 2B Nick Madrigal 1B Andrew Vaughn,,Jed Lowrie,2B,11.52%,10
33,2625379951,GBYANKS2,0,156.35,P Clayton Kershaw SS Brandon Crawford OF Jurickson Profar OF Mookie Betts 3B Tommy La Stella P Lucas Giolito C Victor Caratini 2B Jake Cronenworth 1B Ty France OF Luis Robert,,Ty France,2B,11.40%,13
35,2625374437,Chadg20 (88/150),0,156.1,3B Justin Turner P Yu Darvish OF AJ Pollock OF Adam Eaton OF Mookie Betts P Lucas Giolito C Zack Collins 2B Nick Madrigal SS Ha-Seong Kim 1B Andrew Vaughn,,Mike Yastrzemski,OF,11.30%,7
35,2625389803,Primetime_live (4/20),0,156.1,P Yu Darvish 1B José Abreu OF Mitch Haniger OF Adam Eaton C Yermín Mercedes P Lucas Giolito 3B Edwin Ríos 2B Nick Madrigal SS Ha-Seong Kim OF Luis Robert,,Chris Bassitt,P,11.16%,6.9
37,2625370676,JacksonLee1 (5/25),0,155.75,P Yu Darvish 1B José Abreu P Aaron Sanchez OF Adam Eaton OF Mookie Betts C Zack Collins 3B Yoán Moncada SS Ha-Seong Kim 2B Zach McKinstry OF Luis Robert,,Brandon Crawford,SS,10.15%,14
38,2625342286,bigshowbreaks (93/150),0,155.45,P Clayton Kershaw P Yu Darvish 2B Leury García 1B José Abreu OF Wil Myers OF Adam Eaton C Zack Collins 3B Edwin Ríos SS Ha-Seong Kim OF Andrew Vaughn,,Elvis Andrus,SS,9.85%,0
39,2624085609,mjrlaw23 (92/150),0,155.35,3B Evan Longoria P Clayton Kershaw SS Brandon Crawford C Yermín Mercedes OF Mookie Betts P Lucas Giolito 1B Edwin Ríos 2B Zach McKinstry OF Luis Robert OF Andrew Vaughn,,Matt Chapman,3B,9.57%,0
39,2624096570,4th_and_29 (31/69),0,155.35,P Clayton Kershaw 1B José Abreu P Lucas Giolito C Zack Collins 3B Yoán Moncada SS Ha-Seong Kim 2B Gavin Lux OF Zach McKinstry OF Luis Robert OF Andrew Vaughn,,Nick Madrigal,2B,9.55%,12
39,2624202624,jpm_joshua2002,0,155.35,P Clayton Kershaw SS Brandon Crawford OF Alex Dickerson OF Mookie Betts 2B Tommy La Stella P Lucas Giolito C Victor Caratini 3B Yoán Moncada OF Luis Robert 1B Andrew Vaughn,,Buster Posey,C,8.68%,3
39,2624306218,joe_mac10,0,155.35,P Clayton Kershaw SS Brandon Crawford OF Alex Dickerson OF Mookie Betts 2B Tommy La Stella P Lucas Giolito C Victor Caratini 3B Yoán Moncada OF Luis Robert 1B Andrew Vaughn,,Max Muncy,1B,8.12%,18
39,2625304637,brown_007,0,155.35,P Clayton Kershaw SS Brandon Crawford OF Alex Dickerson OF Mookie Betts 2B Tommy La Stella P Lucas Giolito C Victor Caratini 3B Yoán Moncada OF Luis Robert 1B Andrew Vaughn,,Leury García,OF,8.00%,0
39,2625324359,dwest3423,0,155.35,P Clayton Kershaw OF Mookie Betts P Lucas Giolito C Victor Caratini 3B Yoán Moncada SS Ha-Seong Kim 2B Gavin Lux OF Taylor Trammell OF Luis Robert 1B Andrew Vaughn,,Tommy La Stella,3B,7.71%,0
45,2624250940,nickfromcwe (27/150),0,155.1,2B Jed Lowrie P Yu Darvish OF Mookie Betts P Lucas Giolito SS Corey Seager C Zack Collins 3B Edwin Ríos OF Ramón Laureano OF Zach McKinstry 1B Andrew Vaughn,,Wilmer Flores,3B,7.26%,0
45,2625354338,cburgess,0,155.1,P Yu Darvish OF Mookie Betts P Lucas Giolito C Victor Caratini OF Ramón Laureano 3B Yoán Moncada SS Ha-Seong Kim 2B Zach McKinstry OF Luis Robert 1B Andrew Vaughn,,Luis Torrens,C,7.11%,3
47,2625254698,Phillygrl4,0,154.45,P Clayton Kershaw P Yu Darvish OF AJ Pollock OF Mookie Betts SS J.P. Crawford C Luis Torrens 3B Edwin Ríos 2B Ha-Seong Kim OF Luis Robert 1B Andrew Vaughn,,Brandon Belt,1B,6.50%,0
48,2625304466,timmort2,0,154.35,P Clayton Kershaw 1B José Abreu OF Alex Dickerson OF Jurickson Profar OF Mookie Betts P Lucas Giolito C Victor Caratini 3B Edwin Ríos 2B Jake Cronenworth SS Ha-Seong Kim,,Stephen Piscotty,OF,6.27%,7
49,2624189617,bball030423,0,154.1,P Yu Darvish OF Mookie Betts P Lucas Giolito 3B Edwin Ríos 1B Jake Cronenworth C Sean Murphy 2B Nick Madrigal SS Ha-Seong Kim OF Luis Robert OF Andrew Vaughn,,Taylor Trammell,OF,6.18%,2
49,2624720549,MoneyForTheJeep (76/80),0,154.1,P Yu Darvish OF Mookie Betts P Lucas Giolito 3B Edwin Ríos 1B Jake Cronenworth C Sean Murphy 2B Nick Madrigal SS Ha-Seong Kim OF Luis Robert OF Andrew Vaughn,,Jake Fraley,OF,5.75%,7
49,2624720553,MoneyForTheJeep (77/80),0,154.1,P Yu Darvish OF Mookie Betts P Lucas Giolito 3B Edwin Ríos 1B Jake Cronenworth C Sean Murphy 2B Nick Madrigal SS Ha-Seong Kim OF Luis Robert OF Andrew Vaughn,,Austin Barnes,C,5.65%,10
52,2625338708,Br0wbeater (65/150),0,153.45,P Clayton Kershaw P Yu Darvish OF Wil Myers OF Mitch Haniger C Victor Caratini 3B Edwin Ríos 1B Jake Cronenworth 2B Nick Madrigal SS Ha-Seong Kim OF Luis Robert,,J.P. Crawford,SS,5.48%,5
53,2624697636,crazyozzie13,0,153.35,P Clayton Kershaw 1B José Abreu OF AJ Pollock C Yermín Mercedes P Lucas Giolito 3B Edwin Ríos 2B Jake Cronenworth SS Ha-Seong Kim OF Luis Robert OF Andrew Vaughn,,Evan White,1B,4.95%,0
53,2625072391,godonkies (2/3),0,153.35,P Clayton Kershaw SS Brandon Crawford 1B José Abreu OF Adam Eaton OF Mookie Betts 3B Tommy La Stella P Lucas Giolito C Victor Caratini 2B Gavin Lux OF Zach McKinstry,,Kyle Seager,3B,4.64%,2
53,2625174258,comalli1,0,153.35,P Clayton Kershaw 3B Justin Turner OF AJ Pollock OF Wil Myers OF Adam Eaton P Lucas Giolito C Zack Collins 1B Edwin Ríos 2B Nick Madrigal SS Ha-Seong Kim,,Mitch Moreland,1B,4.36%,0
53,2625185897,Jvybaseball16,0,153.35,P Clayton Kershaw OF Alex Dickerson C Yermín Mercedes OF Mookie Betts P Lucas Giolito 3B Edwin Ríos 2B Jake Cronenworth SS Ha-Seong Kim OF Luis Robert 1B Andrew Vaughn,,José Marmolejos,1B,3.90%,2
53,2625299582,ThoroldThunder (5/20),0,153.35,P Clayton Kershaw SS Brandon Crawford OF Adam Eaton C Yermín Mercedes OF Mookie Betts P Lucas Giolito 3B Yoán Moncada 2B Zach McKinstry OF Luis Robert 1B Andrew Vaughn,,Zack Collins,C,3.62%,23
53,2625332513,vicplumber,0,153.35,P Clayton Kershaw OF AJ Pollock OF Mookie Betts P Lucas Giolito C Victor Caratini 3B Yoán Moncada SS Ha-Seong Kim 2B Zach McKinstry OF Luis Robert 1B Andrew Vaughn,,Austin Slater,OF,3.56%,3
53,2625334722,tazzmac,0,153.35,P Clayton Kershaw C Buster Posey SS Brandon Crawford OF Mookie Betts P Lucas Giolito OF Tony Kemp 3B Edwin Ríos OF Ramón Laureano 1B Jake Cronenworth 2B Gavin Lux,,Tony Kemp,OF,3.00%,7
60,2624062779,MICKLES (115/150),0,153.1,P Yu Darvish 3B Wilmer Flores 1B José Abreu OF Stephen Piscotty OF Adam Eaton P Lucas Giolito SS J.P. Crawford C Zack Collins 2B Nick Madrigal OF Luis Robert,,Donovan Solano,2B,0.32%,0
61,2624169935,tommyu28,0,152.35,2B Jed Lowrie P Clayton Kershaw OF Jurickson Profar OF Mookie Betts P Lucas Giolito C Victor Caratini 1B Jake Cronenworth 3B Yoán Moncada SS Ha-Seong Kim OF Luis Robert,,Will Smith,C,0.31%,0
61,2625303295,rdezz16,0,152.35,P Clayton Kershaw SS Brandon Crawford OF Adam Eaton C Yermín Mercedes OF Mookie Betts 3B Tommy La Stella P Lucas Giolito 2B Jake Cronenworth OF Luis Robert 1B Andrew Vaughn,,Matt Olson,1B,0.18%,0
61,2625318090,rlw113,0,152.35,3B Evan Longoria P Clayton Kershaw OF AJ Pollock OF Mookie Betts P Lucas Giolito C Victor Caratini 2B Jake Cronenworth SS Ha-Seong Kim OF Luis Robert 1B Andrew Vaughn,,Dylan Moore,2B,0.17%,7
61,2625329689,Chicama368,0,152.35,P Clayton Kershaw 1B José Abreu OF Jurickson Profar C Yermín Mercedes OF Mookie Betts P Lucas Giolito 3B Edwin Ríos 2B Jake Cronenworth SS Ha-Seong Kim OF Andrew Vaughn,,Yasmani Grandal,C,0.17%,0
65,2624706054,MoneyForTheJeep (61/80),0,152.1,P Yu Darvish OF Stephen Piscotty C Yermín Mercedes OF Mookie Betts P Lucas Giolito 3B Edwin Ríos 2B Jake Cronenworth SS Ha-Seong Kim OF Luis Robert 1B Andrew Vaughn,,Tim Anderson,SS,0.15%,0
65,2624713479,MoneyForTheJeep (70/80),0,152.1,P Yu Darvish OF Stephen Piscotty C Yermín Mercedes OF Mookie Betts P Lucas Giolito 3B Edwin Ríos 2B Jake Cronenworth SS Ha-Seong Kim OF Luis Robert 1B Andrew Vaughn,,Tom Murphy,C,0.13%,6
65,2625191210,wayne361 (128/150),0,152.1,P Yu Darvish OF AJ Pollock OF Adam Eaton OF Mookie Betts P Lucas Giolito C Victor Caratini 3B Edwin Ríos 1B Jake Cronenworth 2B Nick Madrigal SS Ha-Seong Kim,,Jorge Mateo,2B,0.10%,0
65,2625374419,Chadg20 (70/150),0,152.1,2B Jed Lowrie P Yu Darvish 1B José Abreu OF Mark Canha P Lucas Giolito C Zack Collins 3B Yoán Moncada SS Ha-Seong Kim OF Luis Robert OF Andrew Vaughn,,Mauricio Dubón,SS,0.10%,0
65,2625389813,Primetime_live (14/20),0,152.1,P Yu Darvish 1B José Abreu OF AJ Pollock C Yermín Mercedes P Lucas Giolito 3B Edwin Ríos 2B Nick Madrigal SS Ha-Seong Kim OF Luis Robert OF Andrew Vaughn,,Matt Beaty,OF,0.08%,0
65,2625390169,chasem007 (13/115),0,152.1,OF Tommy Pham P Yu Darvish 1B José Abreu P Lucas Giolito C Victor Caratini 3B Edwin Ríos 2B Jake Cronenworth OF Jake Fraley SS Ha-Seong Kim OF Luis Robert,,Billy Hamilton,OF,0.07%,3
71,2625359778,r8rjj,0,151.65,2B Jed Lowrie SS Brandon Crawford 1B José Abreu P Aaron Sanchez OF Mookie Betts P Lucas Giolito 3B Matt Chapman OF Ramón Laureano C Sean Murphy OF Luis Robert,,Cody Bellinger,OF,0.06%,0
72,2625213201,Csalmon,0,151.45,P Clayton Kershaw P Yu Darvish OF Jurickson Profar OF Mookie Betts C Luis Torrens 3B Edwin Ríos 2B Jake Cronenworth 1B Ty France SS Ha-Seong Kim OF Luis Robert,,LaMonte Wade Jr.,OF,0.06%,0
73,2624994116,bigecg26 (5/150),0,151.35,P Clayton Kershaw OF Tommy Pham 1B José Abreu P Lucas Giolito C Victor Caratini 2B Jake Cronenworth 3B Yoán Moncada SS Ha-Seong Kim OF Luis Robert OF Andrew Vaughn,,Steven Duggar,OF,0.04%,0
73,2625185544,osage01,0,151.35,3B Evan Longoria P Clayton Kershaw SS Brandon Crawford OF Adam Eaton OF Mookie Betts P Lucas Giolito C Victor Caratini OF Ramón Laureano 1B Jake Cronenworth 2B Gavin Lux,,Brian O'Grady,OF,0.04%,0
73,2625208471,pkelly12,0,151.35,3B Evan Longoria P Clayton Kershaw SS Brandon Crawford OF Adam Eaton OF Mookie Betts P Lucas Giolito C Victor Caratini OF Ramón Laureano 1B Jake Cronenworth 2B Gavin Lux,,Fernando Tatis Jr.,SS,0.04%,0
73,2625316620,MadHungarian37 (106/150),0,151.35,3B Evan Longoria P Clayton Kershaw SS Brandon Crawford 1B José Abreu OF Alex Dickerson OF Adam Eaton 2B Tommy La Stella P Lucas Giolito C Zack Collins OF Luis Robert,,Chris Taylor,OF,0.04%,0
73,2625357068,oak23mkt,0,151.35,P Clayton Kershaw OF Alex Dickerson 3B Manny Machado OF Mookie Betts P Lucas Giolito C Zack Collins OF Ramón Laureano 2B Jake Cronenworth SS Ha-Seong Kim 1B Andrew Vaughn,,Jake Lamb,3B,0.04%,0
73,2625379096,szimmer (33/65),0,151.35,P Clayton Kershaw OF Leury García OF AJ Pollock P Lucas Giolito SS Corey Seager C Zack Collins 3B Edwin Ríos 2B Nick Madrigal OF Luis Robert 1B Andrew Vaughn,,Darin Ruf,OF,0.04%,0
79,2624994252,bigecg26 (141/150),0,151.1,P Yu Darvish 1B José Abreu OF Adam Eaton P Lucas Giolito C Victor Caratini 2B Jake Cronenworth 3B Yoán Moncada SS Ha-Seong Kim OF Luis Robert OF Andrew Vaughn,,Aramis Garcia,C,0.03%,0
79,2625191173,wayne361 (91/150),0,151.1,OF Tommy Pham P Yu Darvish OF Adam Eaton OF Mookie Betts P Lucas Giolito C Victor Caratini 1B Edwin Ríos 3B Yoán Moncada 2B Nick Madrigal SS Ha-Seong Kim,,Luis Campusano,C,0.03%,0
79,2625319088,Natedog12wvu,0,151.1,P Yu Darvish 1B Max Muncy OF Mookie Betts P Lucas Giolito C Victor Caratini 3B Edwin Ríos 2B Jake Cronenworth OF Jake Fraley SS Ha-Seong Kim OF Taylor Trammell,,Victor González,P,0.03%,0
79,2625361160,Elwaysarmy (32/150),0,151.1,3B Justin Turner OF Tommy Pham P Yu Darvish P Lucas Giolito C Zack Collins 1B Edwin Ríos 2B Jake Cronenworth SS Ha-Seong Kim OF Luis Robert OF Andrew Vaughn,,Elliot Soto,SS,0.03%,0
79,2625389807,Primetime_live (8/20),0,151.1,P Yu Darvish OF Leury García 1B José Abreu C Yermín Mercedes OF Mookie Betts P Lucas Giolito 3B Edwin Ríos 2B Nick Madrigal SS Ha-Seong Kim OF Andrew Vaughn,,Carlos Rodón,P,0.03%,0
79,2625389815,Primetime_live (16/20),0,151.1,P Yu Darvish 1B José Abreu OF Adam Eaton C Yermín Mercedes P Lucas Giolito 3B Edwin Ríos 2B Jake Cronenworth SS Ha-Seong Kim OF Luis Robert OF Andrew Vaughn,,Codi Heuer,P,0.03%,4.9
85,2624062750,MICKLES (86/150),0,151,P Yu Darvish 1B José Abreu OF Adam Eaton OF Mookie Betts P Chris Bassitt SS J.P. Crawford C Zack Collins OF Ramón Laureano 3B Yoán Moncada 2B Nick Madrigal,,Donovan Walton,2B,0.01%,0
86,2625342235,bigshowbreaks (42/150),0,150.65,2B Jed Lowrie 1B José Abreu P Aaron Sanchez OF Adam Eaton P Lucas Giolito SS Corey Seager C Zack Collins OF Ramón Laureano 3B Yoán Moncada OF Luis Robert,,Austin Allen,C,0.01%,0
87,2625341211,agentsulli (1/2),0,150.45,P Clayton Kershaw P Yu Darvish OF Mitch Haniger 1B Max Muncy OF Jurickson Profar OF Mookie Betts C Victor Caratini 3B Edwin Ríos SS Ha-Seong Kim 2B Zach McKinstry,,Logan Davidson,SS,0.01%,0
87,2625388679,tinye21 (2/3),0,150.45,P Clayton Kershaw P Yu Darvish OF AJ Pollock OF Mitch Haniger C Zack Collins 3B Edwin Ríos 1B Jake Cronenworth SS Ha-Seong Kim 2B Gavin Lux OF Luis Robert,,Keibert Ruiz,C,0.01%,0
89,2624137666,okiecowpoke,0,150.35,P Clayton Kershaw 1B José Abreu C Yermín Mercedes P Lucas Giolito OF Ramón Laureano 2B Jake Cronenworth 3B Yoán Moncada SS Ha-Seong Kim OF Luis Robert OF Andrew Vaughn,,Steven Souza Jr.,OF,0.01%,0
89,2624533595,MicksEastsiders,0,150.35,2B Donovan Solano P Clayton Kershaw 1B José Abreu OF Jurickson Profar OF Adam Eaton C Austin Barnes P Lucas Giolito 3B Edwin Ríos SS Ha-Seong Kim OF Luis Robert,,Adam Engel,OF,0.01%,0
89,2625342676,kdodell1 (1/2),0,150.35,2B Jed Lowrie P Clayton Kershaw 1B Eric Hosmer SS Brandon Crawford OF Mike Yastrzemski C Yermín Mercedes P Lucas Giolito 3B Edwin Ríos OF Luis Robert OF Andrew Vaughn,,Omar Estevez,SS,0.01%,0
92,2625191174,wayne361 (92/150),0,150.1,OF Tommy Pham P Yu Darvish OF Adam Eaton OF Mookie Betts P Lucas Giolito C Victor Caratini 3B Edwin Ríos 1B Jake Cronenworth 2B Nick Madrigal SS Ha-Seong Kim,,CJ Abrams,SS,0.01%,0
92,2625304868,DMATH,0,150.1,2B Jed Lowrie P Yu Darvish 1B José Abreu OF Stephen Piscotty P Lucas Giolito SS Corey Seager C Victor Caratini 3B Edwin Ríos OF Ramón Laureano OF Andrew Vaughn,,Joey Bart,C,0.01%,0
92,2625338728,Br0wbeater (85/150),0,150.1,P Yu Darvish OF Wil Myers OF Mark Canha OF Mookie Betts P Lucas Giolito C Victor Caratini 3B Edwin Ríos 2B Nick Madrigal SS Ha-Seong Kim 1B Andrew Vaughn,,John Andreoli,OF,0.01%,0
92,2625375360,thoroughnut (60/101),0,150.1,3B Justin Turner P Yu Darvish SS Brandon Crawford OF Leury García OF Mike Yastrzemski P Lucas Giolito C Zack Collins 2B Nick Madrigal OF Luis Robert 1B Andrew Vaughn,,Mikie Mahtook,OF,0.01%,0
96,2625060782,Tburke34,0,149.35,P Clayton Kershaw OF AJ Pollock P Lucas Giolito SS Corey Seager C Victor Caratini 3B Edwin Ríos 1B Jake Cronenworth 2B Nick Madrigal OF Luis Robert OF Andrew Vaughn,,Blake Rutherford,OF,0.01%,0
97,2624062805,MICKLES (141/150),0,149.1,SS Elvis Andrus P Yu Darvish 1B José Abreu OF Adam Eaton P Lucas Giolito 2B Tony Kemp C Zack Collins OF Jake Fraley 3B Yoán Moncada OF Luis Robert,,Chris Flexen,P,0.01%,0
97,2624648755,Einarpen,0,149.1,2B Jed Lowrie P Yu Darvish 3B Manny Machado OF Mookie Betts P Lucas Giolito C Victor Caratini SS Ha-Seong Kim OF Zach McKinstry OF Luis Robert 1B Andrew Vaughn,,Keone Kela,P,0.01%,10.25
97,2624714157,MoneyForTheJeep (74/80),0,149.1,P Yu Darvish OF Stephen Piscotty OF Mookie Betts P Lucas Giolito 3B Edwin Ríos 2B Jake Cronenworth C Sean Murphy SS Ha-Seong Kim OF Luis Robert 1B Andrew Vaughn,,Danny Mendick,SS,0.01%,0
