Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
71,2638375773,stevoj,0,78.3,P Charlie Morton P Jon Gray OF Ronald Acuña Jr. 1B Freddie Freeman SS Carlos Correa 2B Ozzie Albies C Travis d'Arnaud OF Marcell Ozuna OF Sam Hilliard 3B Abraham Toro,,Roman Quinn,OF,2.99%,0
72,2637058663,Awesemo (2/4),0,77.95,P Zach Plesac P Carlos Rodón SS Carlos Correa OF Michael Brantley OF Kyle Tucker 3B Aledmys Díaz 1B Yuli Gurriel C Wilson Ramos 2B Jonathan Schoop OF Nomar Mazara,,Nick Solak,2B,2.99%,0
73,2638160330,TheHumanCespedes,0,76.8,P Dustin May P Michael Fulmer OF Bryce Harper 1B Freddie Freeman SS Carlos Correa C Mike Zunino 3B Alec Bohm 2B Jean Segura OF Manuel Margot OF Zach McKinstry,,Joey Wendle,3B,2.99%,5
74,2637058665,Awesemo (4/4),0,76.55,P Zack Wheeler P Charlie Morton 1B Freddie Freeman SS Carlos Correa 2B Brandon Lowe OF Michael Brantley OF Kyle Tucker 3B Aledmys Díaz C Jonah Heim OF Ronnie Dawson,,Jazz Chisholm Jr.,SS,2.24%,28
75,2638031730,aliabduljabbar,0,76.45,P Dustin May P Charlie Morton OF Randy Arozarena SS Carlos Correa OF Kyle Tucker 3B Aledmys Díaz 1B Yuli Gurriel OF Akil Baddoo C Wilson Ramos 2B Jonathan Schoop,,Yoán Moncada,3B,2.24%,11
76,2637497674,theWhistlesGoWooo (2/4),0,76.35,P Lance McCullers Jr. P Charlie Morton OF Ronald Acuña Jr. 1B Freddie Freeman C Travis d'Arnaud OF Marcell Ozuna 3B Alec Bohm 2B Jean Segura SS Ronald Torreyes OF Roman Quinn,,Yoshi Tsutsugo,1B,2.24%,3
77,2638217949,shanksalot,0,76.25,P Zach Plesac P Dustin May SS Corey Seager 1B Freddie Freeman 3B Justin Turner OF Akil Baddoo C Wilson Ramos 2B Jonathan Schoop OF Nomar Mazara OF Adolis García,,Jesús Aguilar,1B,2.24%,14
78,2638384330,Grendal22,0,73.45,P Dustin May P Charlie Morton OF Randy Arozarena OF Austin Meadows 2B Brandon Lowe SS Isiah Kiner-Falefa C Jonah Heim OF Manuel Margot 1B Yandy Díaz 3B Charlie Culberson,,Jason Castro,C,2.24%,18
79,2638507614,Dj4eagle2,0,72.35,P Lance McCullers Jr. P Charlie Morton 3B Justin Turner SS Carlos Correa OF Michael Brantley OF Kyle Tucker 1B Yuli Gurriel 2B Gavin Lux C Austin Barnes OF Ronnie Dawson,,José Ramírez,3B,2.24%,0
80,2638378075,Beric6312 (1/2),0,71.6,P Dustin May P Josh Fleming 1B Freddie Freeman OF Austin Meadows OF Brandon Lowe OF Marcell Ozuna 3B Alec Bohm 2B Jean Segura C Wilson Ramos SS Ronald Torreyes,,Franmil Reyes,OF,2.24%,0
81,2637883477,wilson1 (3/4),0,71.45,P Dustin May P Charlie Morton OF Randy Arozarena OF Austin Meadows 2B Ozzie Albies SS Willy Adames OF Manuel Margot 1B Yandy Díaz C Wilson Ramos 3B Jeimer Candelario,,Garrett Hampson,2B,2.24%,5
81,2637907560,wilson1 (4/4),0,71.45,P Dustin May P Charlie Morton OF Randy Arozarena OF Austin Meadows 2B Ozzie Albies SS Willy Adames OF Manuel Margot 1B Yandy Díaz C Wilson Ramos 3B Jeimer Candelario,,Sam Hilliard,OF,2.24%,0
81,2638232423,isupol (2/2),0,71.45,P Dustin May P Charlie Morton 3B José Ramírez 1B Pete Alonso SS Francisco Lindor OF Dominic Smith OF Jordan Luplow C Roberto Pérez 2B Jeff McNeil OF Brandon Nimmo,,Miguel Rojas,SS,2.24%,14
84,2638345983,B_Luis26,0,70,P Dustin May P Zack Wheeler SS Carlos Correa OF Michael Brantley 3B Aledmys Díaz 1B Yuli Gurriel 2B Gavin Lux C Jonah Heim OF Manuel Margot OF Myles Straw,,Adam Eaton,OF,2.24%,7
85,2638210328,ddpensak107 (2/2),0,69,P Dustin May P Zack Wheeler 2B Ozzie Albies C Travis d'Arnaud OF Kyle Tucker 3B Aledmys Díaz OF Marcell Ozuna SS Dansby Swanson 1B Yuli Gurriel OF Adolis García,,Niko Goodrum,SS,1.49%,6
86,2637223770,adambrown24,0,68.55,P Zack Wheeler P Charlie Morton 1B José Abreu SS Trevor Story OF Charlie Blackmon 3B Yoán Moncada 2B Gavin Lux OF Joey Gallo C Wilson Ramos OF Nomar Mazara,,Luis Guillorme,3B,1.49%,0
87,2637047427,youdacao (4/4),0,68.35,P Lance McCullers Jr. P Charlie Morton C J.T. Realmuto 1B Rhys Hoskins SS Francisco Lindor OF Dominic Smith 3B Yandy Díaz OF Michael Conforto 2B Jeff McNeil OF Brandon Nimmo,,José Abreu,1B,1.49%,4
87,2638472577,jimbob2125 (2/4),0,68.35,P Lance McCullers Jr. P Charlie Morton SS Corey Seager OF Austin Meadows 2B Brandon Lowe C Travis d'Arnaud 1B Yoshi Tsutsugo OF Manuel Margot 3B Yandy Díaz OF Adolis García,,Trevor Story,SS,1.49%,5
89,2638364232,dk3387,0,67.45,P Dustin May P Charlie Morton 1B Freddie Freeman 2B Brandon Lowe C Travis d'Arnaud OF Aledmys Díaz SS Isiah Kiner-Falefa OF Andrew McCutchen 3B Yandy Díaz OF Myles Straw,,Charlie Blackmon,OF,1.49%,2
90,2637206848,moklovin,0,67.35,P Lance McCullers Jr. P Charlie Morton SS Corey Seager 1B Freddie Freeman 2B Brandon Lowe C Travis d'Arnaud OF Marcell Ozuna 3B Yandy Díaz OF Myles Straw OF Adolis García,,David Peterson,P,1.49%,34.3
90,2637928731,royalfan,0,67.35,P Lance McCullers Jr. P Charlie Morton SS Corey Seager 1B Freddie Freeman 2B Brandon Lowe C Travis d'Arnaud OF Marcell Ozuna 3B Yandy Díaz OF Myles Straw OF Adolis García,,James McCann,C,1.49%,22
92,2638325058,anilprao88 (2/4),0,66.5,P Lance McCullers Jr. P Carlos Rodón 1B Rhys Hoskins C Travis d'Arnaud OF Marcell Ozuna SS Dansby Swanson 3B Alec Bohm OF Andrew McCutchen 2B Jean Segura OF Roman Quinn,,Renato Núñez,1B,1.49%,4
93,2638316375,champsarehere (1/3),0,66.35,P Lance McCullers Jr. P Charlie Morton SS Carlos Correa C Yermín Mercedes 2B Ozzie Albies OF Kyle Tucker OF Marcell Ozuna 1B Yuli Gurriel OF Myles Straw 3B Abraham Toro,,Cesar Hernandez,2B,1.49%,0
94,2637883476,wilson1 (2/4),0,65.45,P Dustin May P Charlie Morton OF Mookie Betts SS Corey Seager 1B Max Muncy 2B Gavin Lux OF Manuel Margot 3B Yandy Díaz C Zack Collins OF Matt Beaty,,Andrew Vaughn,OF,1.49%,7
95,2638472579,jimbob2125 (4/4),0,64.8,P Lance McCullers Jr. P Dustin May 1B Freddie Freeman C J.T. Realmuto SS Isiah Kiner-Falefa OF Joey Gallo 3B Austin Riley 2B Nick Solak OF David Dahl OF Adolis García,,Roberto Pérez,C,1.49%,2
96,2638479523,Aye-Aron (4/4),0,64.45,P Dustin May P Charlie Morton OF Randy Arozarena SS Joey Wendle OF Austin Meadows OF Brandon Lowe 2B Gavin Lux 3B Yandy Díaz C Austin Barnes 1B Matt Beaty,,David Dahl,OF,1.49%,14
97,2637572784,kriller1217,0,63.8,P Dustin May P Michael Fulmer 3B José Ramírez OF Charlie Blackmon 1B Pete Alonso OF Franmil Reyes SS Francisco Lindor OF Michael Conforto C Wilson Ramos 2B Jonathan Schoop,,Harold Castro,OF,0.75%,2
97,2637586675,Felixingenium,0,63.8,P Zach Plesac P Charlie Morton OF Ronald Acuña Jr. 1B Freddie Freeman SS Trevor Story 3B Aledmys Díaz 2B Garrett Hampson C Dom Nuñez OF Sam Hilliard OF Nomar Mazara,,Dom Nuñez,C,0.75%,2
99,2638472576,jimbob2125 (1/4),0,63.35,P Lance McCullers Jr. P Charlie Morton 1B Freddie Freeman 2B Brandon Lowe C Travis d'Arnaud OF Marcell Ozuna SS Dansby Swanson OF Joey Gallo 3B Austin Riley OF Adolis García,,Starling Marte,OF,0.75%,7
