Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
33,2633484259,Chadg20 (18/150),0,142.6,P Max Scherzer P Clayton Kershaw SS Trea Turner 1B Joey Votto C Carson Kelly OF David Peralta 2B Eduardo Escobar OF Victor Robles OF Tim Locastro 3B Josh VanMeter,,Gavin Lux,2B,9.79%,0
33,2633484309,Chadg20 (68/150),0,142.6,P Max Scherzer P Clayton Kershaw SS Trea Turner 1B Joey Votto C Carson Kelly OF David Peralta 2B Eduardo Escobar OF Victor Robles OF Tim Locastro 3B Josh VanMeter,,Brandon Belt,1B,9.12%,25
33,2633484359,Chadg20 (118/150),0,142.6,P Max Scherzer P Clayton Kershaw SS Trea Turner 1B Joey Votto C Carson Kelly OF David Peralta 2B Eduardo Escobar OF Victor Robles OF Tim Locastro 3B Josh VanMeter,,Evan Longoria,3B,8.06%,10
37,2633057915,bgeistusn (19/150),0,142.4,P Max Scherzer P Anthony DeSclafani SS Trea Turner OF Juan Soto 1B Joey Votto C Carson Kelly OF David Peralta 2B Eduardo Escobar OF Tim Locastro 3B Josh VanMeter,,Luke Weaver,P,8.04%,33.95
37,2633458185,Tapee (3/50),0,142.4,P Max Scherzer P Anthony DeSclafani OF Nick Castellanos 3B Mike Moustakas SS Eugenio Suárez C Carson Kelly OF David Peralta 1B Brandon Belt 2B Josh VanMeter OF Alex Dickerson,,Edwin Ríos,1B,7.20%,0
37,2633458191,Tapee (9/50),0,142.4,P Max Scherzer P Anthony DeSclafani SS Trea Turner OF Nick Castellanos 1B Christian Walker OF David Peralta 2B Eduardo Escobar C Tyler Stephenson OF Pavin Smith 3B Josh VanMeter,,Austin Barnes,C,7.13%,0
40,2632635971,foster28 (7/7),0,142.25,P Anthony DeSclafani P Luke Weaver SS Trea Turner 1B Max Muncy 3B Mike Moustakas OF Mike Yastrzemski OF David Peralta 2B Eduardo Escobar OF Victor Robles C Jonathan Lucroy,,Raimel Tapia,OF,6.90%,8
41,2632946984,cbesch24 (15/50),0,141.6,P Max Scherzer P Clayton Kershaw SS Trevor Story 1B Christian Walker OF David Peralta 2B Eduardo Escobar C Dom Nuñez OF Raimel Tapia OF Tim Locastro 3B Josh VanMeter,,Brandon Crawford,SS,6.76%,5
41,2633461178,sox244,0,141.6,P Max Scherzer P Clayton Kershaw SS Trevor Story OF Charlie Blackmon C Carson Kelly OF David Peralta 3B Eduardo Escobar 1B Josh Fuentes OF Tim Locastro 2B Josh VanMeter,,Buster Posey,C,6.17%,0
43,2633469195,Buckman1963 (9/10),0,140.6,P Max Scherzer P Clayton Kershaw SS Eugenio Suárez 2B Ryan McMahon C Carson Kelly 1B Christian Walker OF David Peralta 3B Eduardo Escobar OF Raimel Tapia OF Alex Dickerson,,Zach McKinstry,OF,6.02%,23
44,2632924507,mikefacekillah (18/20),0,140.4,P Max Scherzer P Anthony DeSclafani SS Trea Turner OF Nick Castellanos 1B Christian Walker OF David Peralta 3B Eduardo Escobar C Tyler Stephenson OF Tim Locastro 2B Josh VanMeter,,Victor Robles,OF,6.02%,3
44,2633057922,bgeistusn (26/150),0,140.4,P Max Scherzer P Anthony DeSclafani SS Trea Turner OF Juan Soto 1B Christian Walker OF David Peralta 2B Eduardo Escobar C Tyler Stephenson OF Tim Locastro 3B Josh VanMeter,,Jonathan Lucroy,C,5.85%,0
44,2633515313,rpolak24 (103/150),0,140.4,P Max Scherzer P Anthony DeSclafani SS Eugenio Suárez 1B Joey Votto C Buster Posey 2B Gavin Lux OF David Peralta 3B Eduardo Escobar OF Zach McKinstry OF Alex Dickerson,,Josh Fuentes,3B,5.58%,3
47,2633482292,popz7,0,140.25,P Anthony DeSclafani P Luke Weaver SS Trea Turner OF Juan Soto OF Mike Yastrzemski OF Charlie Blackmon 3B Evan Longoria 1B Brandon Belt C Jonathan Lucroy 2B Josh VanMeter,,Starlin Castro,2B,5.08%,6
48,2633160825,PhattyJMcBlunt (2/6),0,140.05,P Max Scherzer P Luke Weaver OF Juan Soto SS Trevor Story 2B Ryan McMahon OF David Peralta 3B Eduardo Escobar 1B Josh Fuentes C Jonathan Lucroy OF Alex Dickerson,,Jordy Mercer,3B,4.52%,0
49,2632786011,travyg (2/3),0,139.8,P Clayton Kershaw P Anthony DeSclafani OF Mike Yastrzemski 3B Evan Longoria 2B Gavin Lux SS Brandon Crawford 1B Brandon Belt C Austin Barnes OF Zach McKinstry OF Alex Dickerson,,Kyle Farmer,SS,4.19%,3
50,2633492125,TopherSquints (4/11),0,139.6,P Max Scherzer P Clayton Kershaw OF Mike Yastrzemski OF David Peralta 3B Eduardo Escobar 2B Tommy La Stella SS Brandon Crawford 1B Brandon Belt OF Pavin Smith C Curt Casali,,Curt Casali,C,3.75%,2
51,2633027644,Mdumblewski (22/48),0,139.25,P Anthony DeSclafani P Luke Weaver SS Trea Turner 3B Starlin Castro 2B Chris Taylor OF Victor Robles 1B Brandon Belt OF Zach McKinstry C Jonathan Lucroy OF Yadiel Hernandez,,Sam Hilliard,OF,3.72%,0
52,2633037405,joeylovell1219 (1/4),0,139.05,P Max Scherzer P Luke Weaver SS Corey Seager OF Chris Taylor 1B Christian Walker OF David Peralta 3B Eduardo Escobar C Austin Barnes OF Tim Locastro 2B Josh VanMeter,,Pavin Smith,OF,3.63%,5
53,2632992421,Unclerico236 (2/6),0,138.85,P Clayton Kershaw P Germán Márquez SS Corey Seager OF Mike Yastrzemski OF Charlie Blackmon C Carson Kelly OF David Peralta 3B Edwin Ríos 2B Eduardo Escobar 1B Brandon Belt,,Nick Ahmed,SS,2.74%,6
54,2633008820,whelanjm11 (144/150),0,138.65,P Anthony DeSclafani P Germán Márquez SS Trea Turner OF Nick Castellanos OF Juan Soto 1B Max Muncy C Carson Kelly OF David Peralta 3B Eduardo Escobar 2B Josh VanMeter,,Asdrúbal Cabrera,2B,1.83%,0
54,2633008822,whelanjm11 (146/150),0,138.65,P Anthony DeSclafani P Germán Márquez SS Trea Turner OF Nick Castellanos OF Juan Soto C Carson Kelly 1B Christian Walker OF David Peralta 3B Eduardo Escobar 2B Josh VanMeter,,Will Smith,C,1.43%,0
56,2632811088,Mgoblue1017 (35/150),0,138.6,P Max Scherzer P Clayton Kershaw SS Trevor Story C Carson Kelly 1B Christian Walker OF David Peralta 3B Eduardo Escobar 2B Garrett Hampson OF Tim Locastro OF Alex Dickerson,,Darin Ruf,OF,1.30%,0
56,2632946986,cbesch24 (17/50),0,138.6,P Max Scherzer P Clayton Kershaw SS Trevor Story OF Charlie Blackmon 1B Christian Walker OF David Peralta 2B Eduardo Escobar C Dom Nuñez OF Pavin Smith 3B Josh VanMeter,,Yadiel Hernandez,OF,1.21%,0
56,2633077753,CuradoKev (5/10),0,138.6,P Max Scherzer P Clayton Kershaw 2B Ryan McMahon OF Charlie Blackmon C Carson Kelly 1B Christian Walker OF David Peralta 3B Eduardo Escobar OF Alex Dickerson SS Nick Ahmed,,Donovan Solano,2B,1.01%,0
56,2633452343,jwhalen619 (71/150),0,138.6,P Max Scherzer P Clayton Kershaw SS Trevor Story C Carson Kelly 2B Chris Taylor 1B Christian Walker OF David Peralta OF Tyler Naquin 3B Eduardo Escobar OF Alex Dickerson,,Kole Calhoun,OF,0.98%,0
60,2633463120,B-Ran14 (121/150),0,138.05,P Max Scherzer P Luke Weaver SS Trea Turner OF Juan Soto OF Mike Yastrzemski C Carson Kelly 2B Tommy La Stella 1B Brandon Belt 3B Josh VanMeter OF Alex Dickerson,,Wilmer Flores,1B,0.96%,2
61,2633006979,dholle98,0,137.6,P Max Scherzer P Clayton Kershaw 3B Mike Moustakas OF Mike Yastrzemski OF Charlie Blackmon OF David Peralta 2B Eduardo Escobar SS Brandon Crawford 1B Brandon Belt C Curt Casali,,Tucker Barnhart,C,0.93%,0
61,2633057931,bgeistusn (35/150),0,137.6,P Max Scherzer P Clayton Kershaw OF Juan Soto SS Eugenio Suárez 1B Christian Walker OF David Peralta 2B Eduardo Escobar C Tyler Stephenson 3B Josh VanMeter OF Alex Dickerson,,C.J. Cron,1B,0.67%,0
61,2633417707,iillllll (1/2),0,137.6,P Max Scherzer P Clayton Kershaw OF Juan Soto SS Trevor Story OF David Peralta 2B Eduardo Escobar C Tyler Stephenson 1B Brandon Belt OF Nick Senzel 3B Kyle Farmer,,LaMonte Wade Jr.,1B,0.66%,10
64,2633428287,Brew3877,0,137.45,P Clayton Kershaw P Luke Weaver SS Corey Seager OF Mike Yastrzemski 3B Ryan McMahon OF Charlie Blackmon 2B Gavin Lux OF David Peralta 1B Brandon Belt C Curt Casali,,Yan Gomes,C,0.47%,0
64,2633501312,garyeast (5/30),0,137.45,P Clayton Kershaw P Luke Weaver SS Corey Seager OF Mike Yastrzemski OF Charlie Blackmon 2B Chris Taylor 1B Christian Walker OF David Peralta 3B Eduardo Escobar C Tyler Stephenson,,Jonathan India,2B,0.45%,0
64,2633506809,CarmNistelrooy,0,137.45,P Clayton Kershaw P Luke Weaver SS Trevor Story 3B Mike Moustakas OF Mike Yastrzemski OF Charlie Blackmon 1B Christian Walker OF David Peralta 2B Eduardo Escobar C Dom Nuñez,,AJ Pollock,OF,0.42%,0
64,2633516552,angryclam (4/5),0,137.45,P Clayton Kershaw P Luke Weaver SS Trea Turner 1B Max Muncy OF Charlie Blackmon 2B Chris Taylor OF David Peralta 3B Eduardo Escobar C Austin Barnes OF Sam Hilliard,,Stephen Vogt,C,0.37%,0
68,2633057916,bgeistusn (20/150),0,137.4,P Max Scherzer P Anthony DeSclafani SS Trea Turner OF Juan Soto 1B Joey Votto OF David Peralta 2B Eduardo Escobar C Tyler Stephenson OF Tim Locastro 3B Josh VanMeter,,Josh Rojas,2B,0.34%,2
69,2632635966,foster28 (2/7),0,137.05,P Max Scherzer P Luke Weaver SS Trevor Story OF Mike Yastrzemski OF Charlie Blackmon 3B Evan Longoria OF David Peralta 2B Tommy La Stella 1B Brandon Belt C Jonathan Lucroy,,Austin Slater,OF,0.32%,0
70,2632811146,Mgoblue1017 (93/150),0,136.85,P Clayton Kershaw P Germán Márquez OF Nick Castellanos 1B Max Muncy SS Trevor Story C Carson Kelly OF David Peralta 3B Eduardo Escobar OF Tim Locastro 2B Josh VanMeter,,Mauricio Dubón,OF,0.30%,0
70,2633321503,SirVodka5150 (4/6),0,136.85,P Clayton Kershaw P Germán Márquez SS Trevor Story 3B Mike Moustakas OF Chris Taylor 1B Christian Walker OF David Peralta 2B Eduardo Escobar C Dom Nuñez OF Zach McKinstry,,Jesse Winker,OF,0.13%,0
72,2633492190,doihaveto91 (2/2),0,136.8,P Clayton Kershaw P Anthony DeSclafani OF Juan Soto OF Mike Yastrzemski C Carson Kelly 3B Eduardo Escobar 2B Tommy La Stella SS Brandon Crawford 1B Brandon Belt OF Alex Dickerson,,Ketel Marte,OF,0.08%,0
73,2632946975,cbesch24 (6/50),0,136.6,P Max Scherzer P Clayton Kershaw SS Trevor Story OF Charlie Blackmon 1B Christian Walker OF David Peralta 2B Eduardo Escobar C Dom Nuñez OF Tim Locastro 3B Josh VanMeter,,Elias Díaz,C,0.08%,0
73,2633025218,snellman (3/5),0,136.6,P Max Scherzer P Clayton Kershaw SS Trevor Story OF Charlie Blackmon 1B Christian Walker OF David Peralta 2B Eduardo Escobar C Dom Nuñez OF Tim Locastro 3B Josh VanMeter,,Aristides Aquino,OF,0.05%,0
73,2633223802,Aaron76x,0,136.6,P Max Scherzer P Clayton Kershaw SS Trevor Story 3B Evan Longoria 1B Christian Walker OF David Peralta OF Tyler Naquin 2B Eduardo Escobar C Dom Nuñez OF Alex Dickerson,,Jose Garcia,SS,0.05%,0
73,2633470692,chasem007 (15/30),0,136.6,P Max Scherzer P Clayton Kershaw SS Trevor Story OF Mike Yastrzemski 2B Ryan McMahon 3B Eduardo Escobar OF Garrett Hampson 1B Brandon Belt C Dom Nuñez OF Alex Dickerson,,Ryan Vilade,SS,0.03%,0
77,2633445465,wobbly01,0,135.8,P Clayton Kershaw P Anthony DeSclafani OF Nick Castellanos 3B Mike Moustakas SS Eugenio Suárez OF David Peralta OF Tyler Naquin 2B Eduardo Escobar C Tyler Stephenson 1B Brandon Belt,,Alex Blandino,1B,0.03%,2
78,2633008816,whelanjm11 (140/150),0,135.65,P Anthony DeSclafani P Germán Márquez SS Trea Turner OF Nick Castellanos OF Juan Soto 1B Joey Votto C Carson Kelly OF David Peralta 3B Eduardo Escobar 2B Josh VanMeter,,Mookie Betts,OF,0.03%,0
79,2632770653,chaze881 (1/10),0,135.6,P Max Scherzer P Clayton Kershaw SS Trevor Story 1B Christian Walker OF David Peralta 3B Eduardo Escobar C Dom Nuñez OF Pavin Smith OF Sam Hilliard 2B Josh VanMeter,,Geraldo Perdomo,SS,0.03%,0
79,2632811089,Mgoblue1017 (36/150),0,135.6,P Max Scherzer P Clayton Kershaw OF Mike Yastrzemski 1B Christian Walker OF David Peralta 3B Eduardo Escobar C Tyler Stephenson SS Brandon Crawford OF Tim Locastro 2B Josh VanMeter,,Matt Beaty,1B,0.03%,2
79,2633258068,vh95032us,0,135.6,P Max Scherzer P Clayton Kershaw OF Mike Yastrzemski SS Eugenio Suárez OF David Peralta OF Tyler Naquin 2B Eduardo Escobar 3B Josh Fuentes C Tyler Stephenson 1B Brandon Belt,,Matt Davidson,1B,0.03%,0
79,2633452305,jwhalen619 (33/150),0,135.6,P Max Scherzer P Clayton Kershaw SS Trea Turner 3B Mike Moustakas 1B Christian Walker OF David Peralta 2B Eduardo Escobar C Tyler Stephenson OF Pavin Smith OF Alex Dickerson,,Joey Bart,C,0.03%,0
79,2633452349,jwhalen619 (77/150),0,135.6,P Max Scherzer P Clayton Kershaw SS Corey Seager OF Mike Yastrzemski C Carson Kelly OF Tyler Naquin 2B Eduardo Escobar 1B Brandon Belt OF Pavin Smith 3B Josh VanMeter,,Skye Bolt,OF,0.03%,0
79,2633452371,jwhalen619 (99/150),0,135.6,P Max Scherzer P Clayton Kershaw SS Corey Seager OF Mike Yastrzemski C Carson Kelly 2B Eduardo Escobar 1B Brandon Belt OF Nick Senzel OF Pavin Smith 3B Josh VanMeter,,Chris Rabago,C,0.02%,0
79,2633476084,chaze881 (10/10),0,135.6,P Max Scherzer P Clayton Kershaw SS Trevor Story 1B Christian Walker OF David Peralta 3B Eduardo Escobar C Dom Nuñez OF Pavin Smith OF Sam Hilliard 2B Josh VanMeter,,Daniel Hudson,P,0.02%,0
86,2632625224,jbzird2 (1/5),0,135.45,P Clayton Kershaw P Luke Weaver OF Nick Castellanos SS Trevor Story 3B Ryan McMahon OF Charlie Blackmon OF David Peralta 2B Eduardo Escobar C Tyler Stephenson 1B Ryan Zimmerman,,Luke Raley,OF,0.02%,0
86,2632753683,foutah (3/3),0,135.45,P Clayton Kershaw P Luke Weaver SS Corey Seager OF Charlie Blackmon C Carson Kelly 2B Chris Taylor 1B Christian Walker OF David Peralta OF Tyler Naquin 3B Eduardo Escobar,,Wyatt Mathisen,3B,0.02%,0
86,2633457724,dueller300 (49/50),0,135.45,P Clayton Kershaw P Luke Weaver SS Corey Seager 3B Justin Turner OF Charlie Blackmon C Carson Kelly 1B Christian Walker OF David Peralta OF Pavin Smith 2B Zach McKinstry,,Cody Bellinger,OF,0.02%,0
89,2633086571,contenders (16/20),0,135.4,P Max Scherzer P Anthony DeSclafani OF Juan Soto 1B Max Muncy SS Trevor Story OF David Peralta OF Tyler Naquin 3B Eduardo Escobar C Tyler Stephenson 2B Josh VanMeter,,Daulton Varsho,C,0.02%,0
90,2632614678,IzzyB24 (1/2),0,134.6,P Max Scherzer P Clayton Kershaw SS Trevor Story OF Mike Yastrzemski 2B Ryan McMahon OF Tyler Naquin 3B Eduardo Escobar 1B Brandon Belt C Dom Nuñez OF Alex Dickerson,,Luis García,2B,0.02%,0
90,2633058001,bgeistusn (105/150),0,134.6,P Max Scherzer P Clayton Kershaw OF Nick Castellanos SS Eugenio Suárez 1B Joey Votto OF David Peralta 3B Eduardo Escobar C Tyler Stephenson 2B Josh VanMeter OF Alex Dickerson,,Scott Heineman,OF,0.02%,0
90,2633489334,jstout2014 (17/20),0,134.6,P Max Scherzer P Clayton Kershaw SS Eugenio Suárez OF Charlie Blackmon 3B Evan Longoria C Carson Kelly OF David Peralta 2B Tommy La Stella 1B Brandon Belt OF Alex Dickerson,,José Briceño,C,0.02%,0
90,2633515288,rpolak24 (78/150),0,134.6,P Max Scherzer P Clayton Kershaw 1B Max Muncy C Carson Kelly OF David Peralta 3B Eduardo Escobar OF Victor Robles OF Nick Senzel 2B Josh VanMeter SS Nick Ahmed,,Steven Duggar,OF,0.02%,0
94,2633057913,bgeistusn (17/150),0,134.4,P Max Scherzer P Anthony DeSclafani OF Juan Soto 1B Max Muncy SS Eugenio Suárez C Carson Kelly OF David Peralta 2B Eduardo Escobar OF Tim Locastro 3B Josh VanMeter,,Andrew Stevenson,OF,0.02%,3
94,2633458201,Tapee (19/50),0,134.4,P Max Scherzer P Anthony DeSclafani 1B Joey Votto C Carson Kelly OF David Peralta OF Tyler Naquin 3B Eduardo Escobar OF Victor Robles 2B Josh VanMeter SS Nick Ahmed,,Yonathan Daza,OF,0.02%,3
96,2633086559,contenders (4/20),0,134.3,P Luke Weaver P Germán Márquez SS Trea Turner OF Juan Soto OF David Peralta 3B Eduardo Escobar OF Victor Robles 1B Ryan Zimmerman C Jonathan Lucroy 2B Josh VanMeter,,Steven Souza Jr.,OF,0.02%,0
97,2633368319,mejiachr,0,134.05,P Max Scherzer P Luke Weaver OF Nick Castellanos 1B Max Muncy 3B Ryan McMahon C Carson Kelly 2B Starlin Castro OF David Peralta SS Brandon Crawford OF Zach McKinstry,,Corey Knebel,P,0.02%,2.25
98,2633057966,bgeistusn (70/150),0,133.85,P Clayton Kershaw P Germán Márquez OF Nick Castellanos OF Juan Soto SS Trevor Story C Carson Kelly 1B Christian Walker OF David Peralta 3B Eduardo Escobar 2B Josh VanMeter,,Hernán Pérez,2B,0.02%,0
99,2633057935,bgeistusn (39/150),0,133.8,P Clayton Kershaw P Anthony DeSclafani OF Nick Castellanos OF Juan Soto SS Eugenio Suárez 1B Christian Walker OF David Peralta 2B Eduardo Escobar C Tyler Stephenson 3B Josh VanMeter,,Bryan Holaday,C,0.02%,0
100,2633008821,whelanjm11 (145/150),0,133.65,P Anthony DeSclafani P Germán Márquez SS Trea Turner OF Nick Castellanos OF Juan Soto 1B Christian Walker OF David Peralta 3B Eduardo Escobar C Tyler Stephenson 2B Josh VanMeter,,Arismendy Alcántara,SS,0.02%,0
