Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
11,2639447422,BRORANNOSAURUS_FLEX (12/12),0,141.6,P Julio Urías P Sean Manaea 3B Justin Turner C Will Smith 2B Chris Taylor 1B Nate Lowe OF Joey Gallo SS Charlie Culberson OF AJ Pollock OF Adolis García,,Mark Canha,OF,26.00%,11
11,2639742607,ezellmt,0,141.6,P Julio Urías P Sean Manaea 1B Vladimir Guerrero Jr. SS Bo Bichette C Carson Kelly 3B Matt Chapman OF Mark Canha OF Ramón Laureano 2B Jed Lowrie OF Adolis García,,Jed Lowrie,2B,26.00%,12
13,2639823240,cab4123 (9/10),0,139.75,P Rich Hill P Tarik Skubal OF Juan Soto 3B Justin Turner 1B Max Muncy C Will Smith 2B Josh Harrison SS Niko Goodrum OF AJ Pollock OF Adolis García,,Salvador Perez,C,21.75%,0
14,2639728576,myb821,0,139.6,P Julio Urías P Sean Manaea C Carson Kelly 3B Matt Chapman OF Mark Canha OF Ramón Laureano 2B Jed Lowrie SS Nick Ahmed OF Stephen Piscotty 1B Wyatt Mathisen,,Will Smith,C,20.50%,5
15,2639474402,clothsofheaven (4/4),0,138.6,P Julio Urías P Sean Manaea OF Juan Soto 3B Justin Turner OF Kyle Schwarber SS Isiah Kiner-Falefa 1B Josh Bell 2B Nick Solak C Jose Trevino OF Adolis García,,Chris Taylor,2B,19.75%,11
16,2639600428,getloose (5/5),0,137.6,P Julio Urías P Sean Manaea 3B Asdrúbal Cabrera C Carson Kelly 1B Matt Olson OF Mark Canha 2B Eduardo Escobar OF Ramón Laureano OF Tim Locastro SS Nick Ahmed,,Austin Meadows,OF,18.25%,5
16,2639889447,reztes757 (4/4),0,137.6,P Julio Urías P Sean Manaea 1B Max Muncy 3B Asdrúbal Cabrera C Carson Kelly OF Chris Taylor 2B Eduardo Escobar OF AJ Pollock OF Tim Locastro SS Nick Ahmed,,Justin Turner,3B,17.75%,30
18,2639447412,BRORANNOSAURUS_FLEX (2/12),0,133.6,P Julio Urías P Sean Manaea OF Juan Soto OF Kyle Schwarber 1B Nate Lowe 3B Josh Harrison OF Joey Gallo SS Charlie Culberson 2B Nick Solak C Jose Trevino,,Kyle Schwarber,OF,17.75%,2
19,2639014362,adambrown24 (1/2),0,132.6,P Julio Urías P Sean Manaea OF Juan Soto 3B Justin Turner 2B Chris Taylor SS Isiah Kiner-Falefa OF Joey Gallo 1B Josh Bell C Jose Trevino OF Adolis García,,Jorge Soler,OF,17.25%,10
20,2639447418,BRORANNOSAURUS_FLEX (8/12),0,131.85,P Rich Hill P Sean Manaea OF Juan Soto C Carson Kelly 3B Matt Chapman 2B Eduardo Escobar OF Victor Robles 1B Josh Bell SS Nick Ahmed OF Pavin Smith,,Adolis García,OF,17.00%,16
20,2639530734,anilprao88 (6/12),0,131.85,P Rich Hill P Merrill Kelly 3B Justin Turner C Carson Kelly 1B Matt Olson SS Isiah Kiner-Falefa OF Mark Canha OF Ramón Laureano 2B Jed Lowrie OF Stephen Piscotty,,Brandon Lowe,2B,16.25%,2
22,2639231129,bric75 (4/6),0,131.6,P Julio Urías P Sean Manaea 1B Max Muncy C Will Smith OF Chris Taylor 3B Eduardo Escobar 2B Jed Lowrie OF AJ Pollock OF Tim Locastro SS Nick Ahmed,,Cavan Biggio,3B,15.25%,0
23,2639683422,bgalvin (3/3),0,129.6,P Julio Urías P Sean Manaea OF Juan Soto SS Trea Turner OF Kyle Schwarber 3B Josh Harrison 1B Josh Bell 2B Nick Solak C Jose Trevino OF Adolis García,,Whit Merrifield,2B,13.50%,5
23,2639919510,Mikey_McDuck (3/3),0,129.6,P Julio Urías P Sean Manaea 3B Justin Turner C Will Smith 2B Chris Taylor OF Mark Canha OF Ramón Laureano 1B Josh Bell OF AJ Pollock SS Nick Ahmed,,Sean Murphy,C,13.50%,6
25,2639530738,anilprao88 (10/12),0,129.45,P Julio Urías P Rich Hill OF Juan Soto C Carson Kelly 2B Starlin Castro 1B Josh Bell OF Tim Locastro SS Nick Ahmed OF Pavin Smith 3B Wyatt Mathisen,,Vladimir Guerrero Jr.,1B,13.25%,24
26,2639466176,rikkidee (1/12),0,127.85,P Rich Hill P Sean Manaea OF Juan Soto OF Kyle Schwarber C Carson Kelly 2B Starlin Castro 3B Josh Harrison 1B Josh Bell OF Tim Locastro SS Nick Ahmed,,Randal Grichuk,OF,13.00%,0
27,2639290292,BigT44 (2/3),0,127.45,P Julio Urías P Rich Hill OF Juan Soto OF Kyle Schwarber C Carson Kelly 2B Josh Harrison 1B Josh Bell SS Nick Ahmed OF Pavin Smith 3B Wyatt Mathisen,,AJ Pollock,OF,12.75%,6
28,2639466182,rikkidee (7/12),0,126.85,P Rich Hill P Sean Manaea OF Juan Soto 1B Vladimir Guerrero Jr. C Will Smith 3B Asdrúbal Cabrera 2B Eduardo Escobar OF Tim Locastro SS Nick Ahmed OF Andrew Young,,Andrew Benintendi,OF,12.50%,7
29,2639300013,Awesemo (9/12),0,125.75,P Rich Hill P Tarik Skubal OF Juan Soto 1B Max Muncy OF Austin Meadows C Carson Kelly 2B Eduardo Escobar OF Tim Locastro SS Nick Ahmed 3B Wyatt Mathisen,,Marcus Semien,2B,12.50%,5
30,2639437878,jkerns917,0,124.6,P Julio Urías P Sean Manaea SS Trea Turner 1B Matt Olson 3B Matt Chapman OF Mark Canha OF Joey Gallo 2B Jed Lowrie C Jose Trevino OF Adolis García,,Yandy Díaz,1B,12.00%,6
31,2639869260,brian7427 (2/2),0,123.85,P Rich Hill P Sean Manaea OF Juan Soto OF Austin Meadows C Carson Kelly 2B Chris Taylor 3B Eduardo Escobar 1B Josh Bell OF Tim Locastro SS Nick Ahmed,,Josh Harrison,3B,11.50%,21
32,2639214797,tranzcare,0,122.75,P Julio Urías P Jakob Junis OF Juan Soto 3B Justin Turner C Will Smith 1B Carlos Santana OF Mark Canha 2B Jed Lowrie SS Elvis Andrus OF Stephen Piscotty,,Stephen Piscotty,OF,11.50%,14
33,2639893165,mariob888 (2/2),0,122.15,P Sean Manaea P Jakob Junis OF Juan Soto SS Trea Turner 1B Max Muncy OF Kyle Schwarber 3B Asdrúbal Cabrera 2B Eduardo Escobar C Jose Trevino OF Adolis García,,Jose Trevino,C,10.75%,5
34,2639252153,bkreider (6/12),0,121.85,P Rich Hill P Sean Manaea 1B Max Muncy 3B Asdrúbal Cabrera OF Brandon Lowe C Carson Kelly OF Chris Taylor 2B Eduardo Escobar OF Tim Locastro SS Nick Ahmed,,Joey Gallo,OF,10.00%,9
35,2639876110,redmen130 (2/3),0,120.6,P Julio Urías P Sean Manaea 1B Max Muncy SS Bo Bichette 3B Matt Chapman OF Mark Canha OF Ramón Laureano C Sean Murphy 2B Jed Lowrie OF Adolis García,,Wilson Ramos,C,10.00%,0
36,2639474401,clothsofheaven (3/4),0,119.5,P Julio Urías P Tarik Skubal SS Trea Turner 3B Justin Turner 1B Max Muncy 2B Chris Taylor C Wilson Ramos OF AJ Pollock OF Robbie Grossman OF Adolis García,,Lourdes Gurriel Jr.,OF,10.00%,10
37,2639492772,ehafner (3/3),0,118.6,P Julio Urías P Sean Manaea 1B Max Muncy C Salvador Perez 3B Matt Chapman 2B Chris Taylor OF Mark Canha OF Ramón Laureano SS Elvis Andrus OF Stephen Piscotty,,Max Muncy,1B,9.00%,20
38,2639906473,Pippik33 (2/4),0,118.5,P Julio Urías P Jordan Lyles 2B Whit Merrifield 3B Justin Turner C Salvador Perez OF Chris Taylor 1B Carlos Santana SS Niko Goodrum OF Stephen Piscotty OF Adolis García,,Nick Ahmed,SS,8.50%,13
39,2639300009,Awesemo (5/12),0,117.8,P Patrick Corbin P Sean Manaea SS Trea Turner 3B Justin Turner 1B Max Muncy C Will Smith OF Chris Taylor OF Zach McKinstry 2B Nick Solak OF Adolis García,,Rowdy Tellez,1B,8.25%,8
40,2639765461,Legit-Storm (1/2),0,117.6,P Julio Urías P Sean Manaea 1B Vladimir Guerrero Jr. SS Bo Bichette OF Austin Meadows OF Mark Canha 2B Eduardo Escobar 3B Yandy Díaz OF Lourdes Gurriel Jr. C Danny Jansen,,Tim Locastro,OF,8.25%,7
41,2639798276,jjperry2408 (1/2),0,117.5,P Julio Urías P Jordan Lyles 1B Max Muncy 3B Matt Chapman OF Chris Taylor OF Mark Canha OF Ramón Laureano C Sean Murphy 2B Jed Lowrie SS Niko Goodrum,,Randy Arozarena,OF,8.00%,2
42,2639823239,cab4123 (8/10),0,117.45,P Julio Urías P Rich Hill 2B Whit Merrifield C Carson Kelly OF Chris Taylor 1B Hunter Dozier OF Andrew Benintendi OF Jorge Soler SS Nick Ahmed 3B Andrew Young,,Tarik Skubal,P,7.75%,13.4
43,2639644723,mafiaman4,0,116.6,P Julio Urías P Sean Manaea 1B Vladimir Guerrero Jr. SS Bo Bichette 3B Matt Chapman OF Mark Canha C Wilson Ramos OF Ramón Laureano 2B Jed Lowrie OF Stephen Piscotty,,Niko Goodrum,2B,7.50%,20
43,2639845678,I_Slewfoot_U (1/4),0,116.6,P Julio Urías P Sean Manaea SS Bo Bichette C Will Smith 1B Matt Olson 3B Matt Chapman OF Ramón Laureano 2B Jed Lowrie OF Lourdes Gurriel Jr. OF Stephen Piscotty,,Carlos Santana,1B,7.50%,0
43,2639850308,downey0311,0,116.6,P Julio Urías P Sean Manaea OF Juan Soto 1B Vladimir Guerrero Jr. SS Bo Bichette 2B Chris Taylor OF Ramón Laureano 3B Yandy Díaz C Jose Trevino OF Adolis García,,Eduardo Escobar,3B,7.25%,21
46,2639633718,bigfly11,0,115.9,P Sean Manaea P Tarik Skubal OF Juan Soto SS Trea Turner OF Kyle Schwarber 3B Asdrúbal Cabrera C Carson Kelly 2B Josh Harrison 1B Josh Bell OF Tim Locastro,,Hunter Dozier,1B,6.75%,12
47,2639154153,theWhistlesGoWooo (8/12),0,115.75,P Rich Hill P Tarik Skubal OF Juan Soto SS Trea Turner OF Kyle Schwarber C Carson Kelly 2B Eduardo Escobar 1B Josh Bell OF Tim Locastro 3B Andrew Young,,Carson Kelly,C,6.75%,23
48,2639864136,gooseking18,0,115.5,P Julio Urías P Jordan Lyles 3B Justin Turner SS Bo Bichette C Will Smith OF Chris Taylor OF Ramón Laureano 2B Jed Lowrie OF Jorge Soler 1B Wyatt Mathisen,,Elvis Andrus,SS,6.50%,11
49,2639231127,bric75 (2/6),0,114.6,P Julio Urías P Sean Manaea 3B Justin Turner 2B Marcus Semien OF Chris Taylor SS Isiah Kiner-Falefa 1B Nate Lowe OF Joey Gallo C Jose Trevino OF Eli White,,Jakob Junis,P,6.25%,19.65
50,2638922190,totoroll33 (2/2),0,113.6,P Julio Urías P Sean Manaea OF Juan Soto SS Trea Turner C Salvador Perez 3B Josh Harrison 2B Jed Lowrie OF AJ Pollock 1B Rowdy Tellez OF Adolis García,,Francisco Mejía,C,6.25%,6
51,2639922638,tedrepp,0,113,P Sean Manaea P Merrill Kelly 2B Whit Merrifield OF Randy Arozarena 1B Vladimir Guerrero Jr. OF Chris Taylor 3B Cavan Biggio OF Mark Canha C Francisco Mejía SS Niko Goodrum,,Joey Wendle,SS,6.00%,3
52,2639495284,randyoliver799,0,112.85,P Rich Hill P Sean Manaea 2B Whit Merrifield 3B Justin Turner 1B Max Muncy C Will Smith OF Ramón Laureano OF AJ Pollock SS Nicky Lopez OF Luke Raley,,Danny Jansen,C,5.75%,0
53,2639559386,jeffank85,0,112.75,P Julio Urías P Jakob Junis 1B Max Muncy OF Randy Arozarena SS Joey Wendle OF Chris Taylor 3B Jeimer Candelario C Francisco Mejía 2B Niko Goodrum OF Manuel Margot,,Matt Olson,1B,5.50%,20
54,2639844426,jsltfc,0,111.9,P Sean Manaea P Tarik Skubal OF Juan Soto 3B Justin Turner 2B Marcus Semien SS Bo Bichette C Salvador Perez OF Joey Gallo OF Jorge Soler 1B Rowdy Tellez,,Isiah Kiner-Falefa,SS,5.25%,6
55,2639252150,bkreider (3/12),0,111.6,P Julio Urías P Sean Manaea SS Joey Wendle 1B Matt Olson 3B Matt Chapman OF Mark Canha C Sean Murphy OF Andrew Benintendi OF Jorge Soler 2B Tony Kemp,,Jordan Lyles,P,5.25%,10.4
56,2639530729,anilprao88 (1/12),0,110.5,P Julio Urías P Jordan Lyles 1B Vladimir Guerrero Jr. 3B Matt Chapman OF Mark Canha 2B Eduardo Escobar OF Randal Grichuk OF Ramón Laureano C Sean Murphy SS Elvis Andrus,,Michael A. Taylor,OF,5.00%,0
57,2639734545,Beric6312 (1/2),0,110.45,P Julio Urías P Rich Hill 3B Justin Turner C Will Smith OF Chris Taylor OF Ramón Laureano 2B Jed Lowrie OF AJ Pollock SS Nick Ahmed 1B Wyatt Mathisen,,Jeimer Candelario,3B,5.00%,5
58,2639300015,Awesemo (11/12),0,109.9,P Merrill Kelly P Tarik Skubal 3B Justin Turner OF Randy Arozarena 1B Vladimir Guerrero Jr. SS Bo Bichette C Will Smith OF Randal Grichuk 2B Jed Lowrie OF Lourdes Gurriel Jr.,,Nate Lowe,1B,4.75%,12
59,2639810852,B_Luis26,0,109.75,P Julio Urías P Jakob Junis OF Juan Soto SS Trea Turner OF Kyle Schwarber 3B Matt Chapman 2B Josh Harrison 1B Josh Bell C Jose Trevino OF Adolis García,,Austin Gomber,P,4.50%,16.7
60,2639720149,Mikey_McDuck (2/3),0,109.6,P Julio Urías P Sean Manaea OF Juan Soto OF Kyle Schwarber 3B Matt Chapman SS Isiah Kiner-Falefa C Yan Gomes 2B Josh Harrison 1B Josh Bell OF Adolis García,,Renato Núñez,1B,4.50%,7
60,2639807314,BuBulldogs,0,109.6,P Julio Urías P Sean Manaea 2B Whit Merrifield C Salvador Perez SS Isiah Kiner-Falefa 1B Nate Lowe 3B Josh Harrison OF Ramón Laureano OF Joey Gallo OF Stephen Piscotty,,Yan Gomes,C,4.50%,0
62,2639546583,MoneylineMark2,0,108.9,P Sean Manaea P Jordan Lyles OF Juan Soto SS Trea Turner C Salvador Perez 3B Starlin Castro 2B Josh Harrison 1B Josh Bell OF Jorge Soler OF Michael A. Taylor,,Zach McKinstry,OF,4.25%,0
63,2639566541,Harlan12,0,108.85,P Rich Hill P Sean Manaea OF Juan Soto OF Kyle Schwarber C Carson Kelly 3B Matt Chapman 2B Chris Taylor 1B Josh Bell OF Tim Locastro SS Nick Ahmed,,Charlie Culberson,SS,3.75%,16
64,2639440492,youdacao (4/12),0,108.8,P Patrick Corbin P Sean Manaea SS Trea Turner 3B Justin Turner 1B Max Muncy C Will Smith 2B Chris Taylor OF Joey Gallo OF AJ Pollock OF Adolis García,,Manuel Margot,OF,3.75%,14
64,2639758174,bostoneagle5,0,108.8,P Julio Urías P Austin Gomber 1B Vladimir Guerrero Jr. SS Bo Bichette 3B Matt Chapman OF Mark Canha OF Randal Grichuk C Sean Murphy 2B Jed Lowrie OF Stephen Piscotty,,Wyatt Mathisen,1B,3.50%,15
66,2639252149,bkreider (2/12),0,108.4,P Julio Urías P Patrick Corbin 3B Justin Turner C Will Smith OF Mark Canha 1B Nate Lowe OF Joey Gallo SS Charlie Culberson 2B Nick Solak OF Leody Taveras,,Robbie Grossman,OF,3.50%,5
67,2639466178,rikkidee (3/12),0,107.85,P Rich Hill P Sean Manaea OF Juan Soto 3B Asdrúbal Cabrera C Carson Kelly 2B Eduardo Escobar OF Randal Grichuk 1B Josh Bell OF Tim Locastro SS Nick Ahmed,,Nick Solak,2B,3.25%,24
68,2639876109,redmen130 (1/3),0,107.8,P Patrick Corbin P Sean Manaea 3B Justin Turner 1B Max Muncy SS Bo Bichette C Will Smith OF Mark Canha OF Ramón Laureano 2B Jed Lowrie OF Stephen Piscotty,,Akil Baddoo,OF,3.00%,0
68,2639876111,redmen130 (3/3),0,107.8,P Patrick Corbin P Sean Manaea 2B Whit Merrifield 3B Justin Turner 1B Max Muncy C Will Smith OF Ramón Laureano SS Charlie Culberson OF AJ Pollock OF Stephen Piscotty,,Merrill Kelly,P,3.00%,9.5
70,2639492770,ehafner (1/3),0,107.6,P Julio Urías P Sean Manaea SS Trea Turner 1B Max Muncy C Will Smith 3B Matt Chapman 2B Chris Taylor OF AJ Pollock OF Stephen Piscotty OF Luke Raley,,Luke Raley,OF,3.00%,0
71,2639595451,dlee907,0,107.45,P Julio Urías P Rich Hill 1B Max Muncy C Will Smith 2B Eduardo Escobar OF Jorge Soler OF AJ Pollock OF Manuel Margot 3B Yandy Díaz SS Nick Ahmed,,Starlin Castro,2B,2.75%,18
72,2639883190,AJSMITH2266,0,107.15,P Sean Manaea P Jakob Junis OF Juan Soto SS Trea Turner C Salvador Perez 3B Matt Chapman OF Mark Canha OF Ramón Laureano 1B Josh Bell 2B Jed Lowrie,,Asdrúbal Cabrera,3B,2.50%,0
73,2639290293,BigT44 (3/3),0,105.75,P Rich Hill P Jordan Lyles 3B Justin Turner 1B Max Muncy C Will Smith OF Chris Taylor OF Ramón Laureano 2B Jed Lowrie OF Zach McKinstry SS Elvis Andrus,,Nicky Lopez,SS,2.50%,16
74,2638812453,bgalvin (1/3),0,104.8,P Patrick Corbin P Sean Manaea OF Juan Soto SS Trea Turner 3B Justin Turner 2B Chris Taylor OF Mark Canha 1B Nate Lowe C Jose Trevino OF Adolis García,,Andrew Young,3B,2.25%,24
75,2639595886,uhhuhbro (10/12),0,104.6,P Julio Urías P Sean Manaea SS Trea Turner 3B Matt Chapman OF Mark Canha OF Ramón Laureano C Sean Murphy 1B Josh Bell 2B Jed Lowrie OF Andrew Benintendi,,Jonathan Schoop,2B,2.25%,2
75,2639929512,michaeljay,0,104.6,P Julio Urías P Sean Manaea OF Juan Soto SS Bo Bichette C Will Smith 3B Matt Chapman OF Ramón Laureano 2B Jed Lowrie 1B Rowdy Tellez OF Adolis García,,Mike Brosseau,3B,2.00%,23
77,2639466181,rikkidee (6/12),0,104.2,P Sean Manaea P Austin Gomber SS Trea Turner OF Randy Arozarena OF Austin Meadows 2B Brandon Lowe 3B Mike Brosseau C Yan Gomes 1B Josh Bell OF Manuel Margot,,Josh Palacios,OF,1.75%,2
78,2639750214,caronnaguy27 (2/2),0,103.9,P Sean Manaea P Jordan Lyles OF Juan Soto SS Trea Turner 3B Matt Chapman OF Mark Canha OF Ramón Laureano C Sean Murphy 1B Josh Bell 2B Jed Lowrie,,Victor Robles,OF,1.50%,0
78,2639867188,mattryan858,0,103.9,P Sean Manaea P Jordan Lyles OF Juan Soto SS Trea Turner 3B Matt Chapman OF Mark Canha OF Ramón Laureano C Sean Murphy 1B Josh Bell 2B Jed Lowrie,,Brett Phillips,OF,1.50%,6
80,2639252159,bkreider (12/12),0,103.6,P Julio Urías P Sean Manaea OF Juan Soto SS Trea Turner OF Kyle Schwarber 3B Josh Harrison C Sean Murphy OF Victor Robles 2B Tony Kemp 1B Wyatt Mathisen,,Pavin Smith,OF,1.50%,22
80,2639447415,BRORANNOSAURUS_FLEX (5/12),0,103.6,P Julio Urías P Sean Manaea OF Juan Soto C Will Smith 2B Chris Taylor OF Zach McKinstry 1B Edwin Ríos OF AJ Pollock SS Elvis Andrus 3B Andrew Young,,Tony Kemp,2B,1.50%,9
82,2639732671,caronnaguy27 (1/2),0,102.85,P Rich Hill P Sean Manaea 3B Justin Turner SS Bo Bichette C Will Smith 2B Chris Taylor 1B Hunter Dozier OF Jorge Soler OF AJ Pollock OF Michael A. Taylor,,Garrett Hampson,OF,1.50%,14
83,2639154151,theWhistlesGoWooo (6/12),0,102.8,P Patrick Corbin P Sean Manaea OF Juan Soto 3B Justin Turner C Will Smith 2B Chris Taylor SS Isiah Kiner-Falefa 1B Nate Lowe OF Joey Gallo OF Adolis García,,Willi Castro,SS,1.25%,19
84,2639492771,ehafner (2/3),0,102.6,P Julio Urías P Sean Manaea 2B Whit Merrifield SS Bo Bichette 3B Matt Chapman OF Mark Canha OF Ramón Laureano C Sean Murphy 1B Josh Bell OF Stephen Piscotty,,C.J. Cron,1B,1.25%,7
85,2639252154,bkreider (7/12),0,102.5,P Julio Urías P Tarik Skubal 2B Whit Merrifield 3B Justin Turner C Salvador Perez 1B Hunter Dozier OF Zach McKinstry OF Jorge Soler SS Niko Goodrum OF Michael A. Taylor,,JaCoby Jones,OF,1.25%,0
86,2639825035,boss2019,0,102.05,P Jakob Junis P Tarik Skubal SS Trea Turner OF Randy Arozarena OF Austin Meadows OF Kyle Schwarber 2B Brandon Lowe C Carson Kelly 3B Starlin Castro 1B Josh Bell,,Leody Taveras,OF,1.00%,8
87,2639681374,lumpia712,0,101.85,P Rich Hill P Sean Manaea OF Juan Soto SS Trea Turner OF Mark Canha 3B Josh Harrison OF Ramón Laureano 1B Josh Bell 2B Jed Lowrie C Elias Díaz,,Kyle Isbel,OF,1.00%,0
87,2639756408,dnedzelskiy,0,101.85,P Rich Hill P Sean Manaea 3B Justin Turner C Will Smith OF Kyle Schwarber OF Chris Taylor 1B Carlos Santana OF Ramón Laureano 2B Jed Lowrie SS Elvis Andrus,,Ryan McMahon,2B,0.75%,21
89,2639461658,RotoZone,0,101.75,P Rich Hill P Jordan Lyles SS Trea Turner OF Kyle Schwarber C Carson Kelly 2B Eduardo Escobar 3B Josh Harrison OF Victor Robles 1B Josh Bell OF Tim Locastro,,Alan Trejo,SS,0.75%,5
89,2639687139,SteveWall,0,101.75,P Julio Urías P Jakob Junis OF Juan Soto SS Bo Bichette OF Kyle Schwarber 3B Matt Chapman 1B Josh Bell 2B Nick Solak OF Andrew Benintendi C Jose Trevino,,Edwin Ríos,1B,0.50%,2
91,2639567380,crump11,0,101,P Rich Hill P Jakob Junis OF Juan Soto SS Trea Turner OF Mark Canha 3B Josh Harrison OF Ramón Laureano C Sean Murphy 1B Josh Bell 2B Jed Lowrie,,Eli White,OF,0.50%,0
92,2639560425,mattccosta,0,100.9,P Sean Manaea P Jordan Lyles 2B Whit Merrifield 3B Justin Turner SS Bo Bichette C Salvador Perez 1B Carlos Santana OF Andrew Benintendi OF Jorge Soler OF Lourdes Gurriel Jr.,,Raimel Tapia,OF,0.50%,0
93,2639595880,uhhuhbro (4/12),0,100.8,P Patrick Corbin P Sean Manaea 3B Justin Turner 1B Max Muncy C Will Smith 2B Chris Taylor SS Isiah Kiner-Falefa OF Joey Gallo OF Zach McKinstry OF Garrett Hampson,,Hanser Alberto,3B,0.25%,14
94,2639810680,dahladino (1/3),0,100.6,P Julio Urías P Sean Manaea 1B Vladimir Guerrero Jr. 2B Marcus Semien C Salvador Perez OF Randal Grichuk 3B Hunter Dozier OF Andrew Benintendi OF Michael A. Taylor SS Nicky Lopez,,Yonathan Daza,OF,0.25%,11
94,2639845681,I_Slewfoot_U (4/4),0,100.6,P Julio Urías P Sean Manaea SS Trea Turner OF Randy Arozarena 2B Brandon Lowe 1B Mike Brosseau C Yan Gomes OF Joey Gallo 3B Yandy Díaz OF Adolis García,,Anthony Kay,P,0.25%,1.9
96,2639154146,theWhistlesGoWooo (1/12),0,100.2,P Sean Manaea P Austin Gomber SS Trea Turner 2B Whit Merrifield C Salvador Perez 3B Matt Chapman OF Mark Canha OF Ramón Laureano 1B Hunter Dozier OF Jorge Soler,,Elias Díaz,C,0.25%,2
97,2639501585,Jgo99,0,99.8,P Patrick Corbin P Sean Manaea 3B Justin Turner 1B Vladimir Guerrero Jr. 2B Marcus Semien SS Bo Bichette OF Mark Canha OF Randal Grichuk C Sean Murphy OF Stephen Piscotty,,Josh Fuentes,3B,0.25%,5
97,2639804410,ElGreatRambino,0,99.8,P Patrick Corbin P Sean Manaea OF Juan Soto 3B Justin Turner C Will Smith OF Mark Canha OF Ramón Laureano 1B Josh Bell 2B Jed Lowrie SS Elvis Andrus,,,
99,2639889445,reztes757 (2/4),0,99.6,P Julio Urías P Sean Manaea 1B Vladimir Guerrero Jr. 2B Marcus Semien SS Bo Bichette 3B Cavan Biggio OF Randal Grichuk OF Joey Gallo C Jose Trevino OF Adolis García,,,
100,2639496729,Patrick_Irish,0,98.85,P Rich Hill P Sean Manaea 3B Justin Turner 2B Marcus Semien C Salvador Perez OF Austin Meadows 1B Josh Bell OF Josh Palacios OF Jorge Soler SS Elvis Andrus,,,
101,2639519831,Assani (2/3),0,98.75,P Rich Hill P Tarik Skubal OF Juan Soto OF Kyle Schwarber 3B Asdrúbal Cabrera C Carson Kelly 2B Eduardo Escobar 1B Josh Bell OF Tim Locastro SS Nick Ahmed,,,
101,2639607509,TheHumanCespedes,0,98.75,P Julio Urías P Jakob Junis OF Juan Soto 3B Matt Chapman OF Mark Canha C Wilson Ramos OF Akil Baddoo 1B Renato Núñez 2B Jed Lowrie SS Niko Goodrum,,,
103,2639724203,TBAP,0,98.6,P Julio Urías P Sean Manaea OF Randy Arozarena OF Austin Meadows 3B Joey Wendle 2B Brandon Lowe SS Isiah Kiner-Falefa 1B Mike Brosseau C Jose Trevino OF Adolis García,,,
